,Characters,Dialogue,Movie
3896,DARTH VADER, The Separatists are taken care of My Master.,Revenge of the Sith
3897,DARTH SlDIOUS, It is finished then. You have restored peace and justice to the galaxy. You have done well Lord Vader.,Revenge of the Sith
3898,DARTH VADER, Thank you My Master.,Revenge of the Sith
3901,DARTH SlDIOUS, Send a message to the ships of the Trade Federation. Tell them the Separatist leaders have been wiped out. Grievous and Dooku have been destroyed. All droid units must shut down immediately.,Revenge of the Sith
3902,DARTH VADER, Very good My Lord.,Revenge of the Sith
3906,ANAKIN, Padme I saw your ship . . .,Revenge of the Sith
3908,PADME, Oh Anakin!,Revenge of the Sith
3909,ANAKIN, It's all right you're safe now. What are you doing out here?,Revenge of the Sith
3910,PADME, I was so worried about you. Obi-Wan told me terrible things.,Revenge of the Sith
3911,ANAKIN, What things?,Revenge of the Sith
3912,PADME, He said you have turned to the dark side . . . that you killed younglings.,Revenge of the Sith
3913,ANAKIN, Obi-Wan is trying to turn you against me.,Revenge of the Sith
3914,PADME, He cares about us.,Revenge of the Sith
3915,ANAKIN, Us??!,Revenge of the Sith
3916,PADME, He knows . . . He wants to help you.,Revenge of the Sith
3917,ANAKIN, Is Obi-Wan going to protect you? He can't ... he can't help you. He's not strong enough.,Revenge of the Sith
3918,PADME, Anakin all I want is your love.,Revenge of the Sith
3919,ANAKIN, Love won't save you Padme. Only my new powers can do that.,Revenge of the Sith
3920,PADME, At what cost? You are a good person. Don't do this.,Revenge of the Sith
3921,ANAKIN, I won't lose you the way I lost my mother! I've become more powerful than any Jedi has ever dreamed of and I've done it for you. To protect you.,Revenge of the Sith
3922,PADME, Come away with me. Help me raise our child. Leave everything else behind while we still can.,Revenge of the Sith
3923,ANAKIN, Don't you see we don't have to run away anymore. I have brought peace to the Republic. I am more powerful than the Chancellor. I can overthrow him and together you and I can rule the galaxy. Make things the way we want them to be.,Revenge of the Sith
3924,PADME, I don't believe what I'm hearing . . . Obi-Wan was right. You've changed.,Revenge of the Sith
3925,ANAKIN, I don't want to hear any more about Obi-Wan. The Jedi turned against me. Don't you turn against me.,Revenge of the Sith
3926,PADME," I don't know you anymore. Anakin you're breaking my heart. I'll never stop loving you but you are going down a path I
can't follow.",Revenge of the Sith
3927,ANAKIN, Because of Obi-Wan?,Revenge of the Sith
3928,PADME, Because of what you've done . . . what you plan to do. Stop stop now. Come back! I love you.,Revenge of the Sith
3929,ANAKIN,  Liar!,Revenge of the Sith
3931,PADME, No!,Revenge of the Sith
3932,ANAKIN, You're with him. You've betrayed me! You brought him here to kill me!,Revenge of the Sith
3933,PADME, NO! Anakin. I swear ... I ...,Revenge of the Sith
3935,OBI-WAN, Let her go Anakin.,Revenge of the Sith
3936,ANAKIN, What have you and she been up to?,Revenge of the Sith
3937,OBI-WAN, Let her go!,Revenge of the Sith
3939,ANAKIN, You turned her against me.,Revenge of the Sith
3940,OBI-WAN, You have done that yourself.,Revenge of the Sith
3941,ANAKIN, You will not take her from me.,Revenge of the Sith
3943,OBI-WAN, Your anger and your lust for power have already done that.,Revenge of the Sith
3945,OBI-WAN,  You have allowed this Dark Lord to twist your mind until now . . . until now you have become the very thing you swore to destroy.,Revenge of the Sith
3947,ANAKIN, Don't lecture me Obi-Wan. I see through the lies of the Jedi. I do not fear the dark side as you do. I have brought peace justice freedom and security to my new Empire.,Revenge of the Sith
3948,OBI-WAN, Your new Empire?,Revenge of the Sith
3949,ANAKIN, Don't make me kill you.,Revenge of the Sith
3950,OBI-WAN, Anakin my allegiance is to the Republic ... to democracy.,Revenge of the Sith
3951,ANAKIN, If you're not with me you're my enemy.,Revenge of the Sith
3952,OBI-WAN, Only a Sith Lord deals in absolutes. I will do what I must.,Revenge of the Sith
3954,ANAKIN, You will try.,Revenge of the Sith
3959,YODA, I hear a new apprentice you have. Emperor or should I call you Darth Sidious.,Revenge of the Sith
3960,DARTH SlDIOUS, Master Yoda you survived.,Revenge of the Sith
3961,YODA, Surprised?,Revenge of the Sith
3962,DARTH SlDIOUS, Your arrogance blinds you Master Yoda. Now you will experience the full power of the dark side.,Revenge of the Sith
3968,C-3PO, What are you doing? You're going to hurt her. Wait!!,Revenge of the Sith
3972,DARTH SlDIOUS, I have waited a long time for this moment my little green friend. At last the Jedi are no more.,Revenge of the Sith
3973,YODA, Not if anything I have to say about it Lord Sidious.,Revenge of the Sith
3975,YODA,  At an end your rule is and not short enough it was I must say.,Revenge of the Sith
3977,YODA,  If so powerful you are why leave??,Revenge of the Sith
3979,DARTH SlDIOUS, You will not stop me. Darth Vader will become more powerful than either of us.,Revenge of the Sith
3981,YODA, Faith in your new apprentice misplaced may be as is your faith in the dark side of the Force.,Revenge of the Sith
3985,ANAKIN, Don't make me destroy you Master. You're no match for the dark side.,Revenge of the Sith
3986,OBI-WAN, I've heard that before Anakin . . . but I never thought I'd hear it from you.,Revenge of the Sith
3992,OBI-WAN,  The flaw of power is arrogance.,Revenge of the Sith
3994,ANAKIN, You hesitate . . . the flaw of compassion.,Revenge of the Sith
3999,YODA, Destroy you I will just as Master Kenobi your apprentice will destroy.,Revenge of the Sith
4013,YODA, Hurry. Careful timing we will need.,Revenge of the Sith
4014,BAIL ORGANA,  There aren't many troops on this side. Activate your homing beacon when you're ready.,Revenge of the Sith
4017,CLONE COMMANDER THIRE, There is no sign of his body sir.,Revenge of the Sith
4018,MAS AMEDDA, Then he is not dead.,Revenge of the Sith
4019,PALPATINE, Double your search.,Revenge of the Sith
4020,CLONE COMMANDER THIRE, Yes sir. Right away sir.,Revenge of the Sith
4021,PALPATINE,  Tell Captain Kagi to prepare my shuttle for immediate takeoff.,Revenge of the Sith
4022,MAS AMEDDA, Yes Master.,Revenge of the Sith
4023,PALPATINE, I sense Lord Vader is in danger.,Revenge of the Sith
4032,YODA, Into exile I must go. Failed I have.,Revenge of the Sith
4038,C-3PO, I am being careful. I've got a good hold on her but . . . I'm worried about my back. I hope it's able to hold up under this weight.,Revenge of the Sith
4047,OBI-WAN, I have failed you Anakin. I was never able to teach you to think.,Revenge of the Sith
4049,ANAKIN, I should have known the Jedi were plotting to take over . . .,Revenge of the Sith
4050,OBI-WAN, From the Sith!!! Anakin Chancellor Palpatine is evil.,Revenge of the Sith
4051,ANAKIN, From the Jedi point of view! From my point of view the Jedi are evil.,Revenge of the Sith
4052,OBI-WAN, Well then you are lost!,Revenge of the Sith
4053,ANAKIN, This is the end for you My Master. I wish it were otherwise.,Revenge of the Sith
4055,OBI-WAN, It's over Anakin. I have the high ground.,Revenge of the Sith
4056,ANAKIN, You underestimate my power!,Revenge of the Sith
4057,OBI-WAN, Don't try it.,Revenge of the Sith
4060,OBI-WAN,  . . . You were the Chosen One! It was said that you would destroy the Sith not join them. It was you who would bring balance to the Force not leave it in Darkness.,Revenge of the Sith
4062,ANAKIN, I hate you!,Revenge of the Sith
4063,OBI-WAN, You were my brother Anakin. I loved you.,Revenge of the Sith
4070,C-3PO, Master Kenobi! We have Miss Padme on board. Please please hurry. We should leave this dreadful place.,Revenge of the Sith
4074,PADME, Obi-Wan? Is Anakin all right?,Revenge of the Sith
4084,DARTH SIDIOUS, Anakin! Anakin! There he is. He's still alive. Get a medical capsule immediately.,Revenge of the Sith
4085,CLONE CAPTAIN, Yes sir. Right away.,Revenge of the Sith
4089,YODA, Failed to stop the Sith Lord I have. Still much to learn there is ...,Revenge of the Sith
4090,QUI -GON,  Patience. You will have time. I did not. When I became one with the Force I made a great discovery. With my training you will be able to merge with the Force at will. Your physical self will fade away but you will still retain your consciousness. You will become more powerful than any Sith.,Revenge of the Sith
4091,YODA, Eternal consciousness.,Revenge of the Sith
4092,QUI-GON,  The ability to defy oblivion can be achieved but only for oneself. It was accomplished by a Shaman of the Whills. It is a state acquired through compassion not greed.,Revenge of the Sith
4093,YODA, . . . to become one with the Force and influence still have . . . A power greater than all it is.,Revenge of the Sith
4094,QUI-GON,  You will learn to let go of everything. No attachment no thought of self. No physical self.,Revenge of the Sith
4095,YODA, A great Jedi Master you have become Qui-Gon Jinn. Your apprentice I gratefully become.,Revenge of the Sith
4097,BAIL ORGANA, Excuse me Master Yoda. Obi-Wan Kenobi has made contact.,Revenge of the Sith
4102,BAIL ORGANA, We'll take her to the medical center quickly.,Revenge of the Sith
4107,MEDICAL DROID, Medically she is completely healthy. For reasons we can't explain we are losing her.,Revenge of the Sith
4108,OBI-WAN, She's dying?,Revenge of the Sith
4109,MEDICAL DROID, We don't know why. She has lost the will to live. We need to operate quickly if we are to save the babies.,Revenge of the Sith
4110,BAIL ORGANA, Babies??!!,Revenge of the Sith
4111,MEDICAL DROID, She's carrying twins.,Revenge of the Sith
4112,YODA, Save them we must. They are our last hope.,Revenge of the Sith
4114,C-3PO, It s some kind of reproductive process I think.,Revenge of the Sith
4119,OBI-WAN, Don't give up Padme.,Revenge of the Sith
4121,MEDICAL DROID, It's a boy.,Revenge of the Sith
4122,PADME, Luke . . .,Revenge of the Sith
4124,MEDICAL DROID, ... and a girl.,Revenge of the Sith
4125,PADME, . . . Leia.,Revenge of the Sith
4131,OBI-WAN, You have twins Padme They need you . . . hang on.,Revenge of the Sith
4132,PADME, I can't . . .,Revenge of the Sith
4134,OBI-WAN, Save your energy.,Revenge of the Sith
4135,PADME, Obi-Wan . . . there . . . is good in him. I know there is ... still . . .,Revenge of the Sith
4139,MEDICAL DROID, My Lord the construction is finished ... he lives.,Revenge of the Sith
4140,DARTH SIDIOUS, Good. Good.,Revenge of the Sith
4142,DARTH SIDIOUS,  Lord Vader can you hear me?,Revenge of the Sith
4144,DARTH VADER, Yes My Master.,Revenge of the Sith
4146,DARTH VADER,  Where is Padme? Is she safe is she all right?,Revenge of the Sith
4148,DARTH SIDIOUS, I'm afraid she died. ... it seems in your anger you killed her.,Revenge of the Sith
4150,DARTH VADER, I couldn't have! She was alive! I felt her! She was alive! It's impossible! No!!!,Revenge of the Sith
4156,YODA, Pregnant she must still appear. Hidden safe the children must be kept.,Revenge of the Sith
4157,OBI-WAN, We must take them somewhere the Sith will not sense their presence.,Revenge of the Sith
4158,YODA, Split up they should be.,Revenge of the Sith
4159,BAIL ORGANA, My wife and I will take the girl. We've always talked of adopting a baby girl. She will be loved with us.,Revenge of the Sith
4160,OBI-WAN, And what of the boy?,Revenge of the Sith
4161,YODA, To Tatooine. To his family send him.,Revenge of the Sith
4162,OBI-WAN, I will take the child and watch over him. Master Yoda do you think Anakin's twins will be able to defeat Darth Sidious?,Revenge of the Sith
4163,YODA, Strong the Force runs in the Skywalker line. Hope we can . . . Done it is. Until the time is right disappear we will.,Revenge of the Sith
4165,YODA,  Master Kenobi wait a moment. In your solitude on Tatooine training I have for you.,Revenge of the Sith
4166,OBI-WAN, Training??,Revenge of the Sith
4167,YODA, An old friend has learned the path to immortality.,Revenge of the Sith
4168,OBI-WAN, Who?,Revenge of the Sith
4169,YODA, One who has returned from the netherworld of the Force to train me . . . your old Master Qui-Gon Jinn.,Revenge of the Sith
4170,OBI-WAN, Qui-Gon? But how could he accomplish this?,Revenge of the Sith
4171,YODA, The secret of the Ancient Order of the Whills he studied. How to commune with him. I will teach you.,Revenge of the Sith
4172,OBI-WAN, I will be able to talk with him?,Revenge of the Sith
4173,YODA, How to join the Force he will train you. Your consciousness you will retain when one with the Force. Even your physical self perhaps.,Revenge of the Sith
4176,BAIL ORGANA, Captain Antilles.,Revenge of the Sith
4177,CAPTAIN ANTILLES, Yes Your Highness.,Revenge of the Sith
4178,BAIL ORGANA, I'm placing these droids in your care. Treat them well. Clean them up. Have the Protocol Droid's mind wiped.,Revenge of the Sith
4179,C-3PO, Oh no.,Revenge of the Sith
4217,ANAKIN, There isn't a droid made that can out fly you Master and no other way to get to the Chancellor . . .,Revenge of the Sith
4218,OBI-WAN, Look out four droids inbound . . .,Revenge of the Sith
4223,OBI-WAN, We've got to split them up.,Revenge of the Sith
4224,ANAKIN, Break left fly through the guns on that tower.,Revenge of the Sith
4226,OBI-WAN, Easy for you to say . . . why am I always the bait?,Revenge of the Sith
4227,ANAKIN, Don't worry. I'm coming around behind you.,Revenge of the Sith
