,index,Script,Characters,Dialogue,Movie,Gender
6243,6070,ANAKIN: Are you all right? You're trembling. What's going on?,ANAKIN, Are you all right? You're trembling. What's going on?,Revenge of the Sith,Male
6244,6071,PADME: I'm just excited to see you.,PADME, I'm just excited to see you.,Revenge of the Sith,Female
6245,6072,ANAKIN: That's not it. I sense more . . . what is it?,ANAKIN, That's not it. I sense more . . . what is it?,Revenge of the Sith,Male
6246,6073,PADME: Nothing . . . nothing . . .,PADME, Nothing . . . nothing . . .,Revenge of the Sith,Female
6247,6074,ANAKIN: You're frightened. (a little angry) Tell me what's going on!,ANAKIN, You're frightened.  Tell me what's going on!,Revenge of the Sith,Male
6248,6075,PADME: You've been gone five months . . . it's been very hard for me. I've never felt so alone. There's . . .,PADME, You've been gone five months . . . it's been very hard for me. I've never felt so alone. There's . . .,Revenge of the Sith,Female
6249,6076,ANAKIN: . . . Is there someone else?,ANAKIN, . . . Is there someone else?,Revenge of the Sith,Male
6250,6077,PADME: (peeved angry) No! Why do you think that? Your jealousy upsets me so much Anakin. I do nothing to betray you yet you still don't trust me. Nothing has changed.,PADME,  No! Why do you think that? Your jealousy upsets me so much Anakin. I do nothing to betray you yet you still don't trust me. Nothing has changed.,Revenge of the Sith,Female
6251,6078,ANAKIN: (sheepish) I'm afraid of losing you Padme . . . that's all.,ANAKIN,  I'm afraid of losing you Padme . . . that's all.,Revenge of the Sith,Male
6252,6079,PADME: I will never stop loving you Anakin. My only fear is losing you.,PADME, I will never stop loving you Anakin. My only fear is losing you.,Revenge of the Sith,Female
6253,6080,ANAKIN: It's just that I've never seen you like this . . .,ANAKIN, It's just that I've never seen you like this . . .,Revenge of the Sith,Male
6254,6081,PADME: Something wonderful has happened.,PADME, Something wonderful has happened.,Revenge of the Sith,Female
6255,6082,PADME: (continuing) I'm . . . Annie I'm pregnant.,PADME,  I'm . . . Annie I'm pregnant.,Revenge of the Sith,Female
6256,6083,ANAKIN: That's . . . that's wonderful.,ANAKIN, That's . . . that's wonderful.,Revenge of the Sith,Male
6257,6084,PADME: What are we going to do?,PADME, What are we going to do?,Revenge of the Sith,Female
6258,6085,ANAKIN: We're not going to worry about anything right now all right? This is a happy moment. The happiest moment of my life.,ANAKIN, We're not going to worry about anything right now all right? This is a happy moment. The happiest moment of my life.,Revenge of the Sith,Male
6259,6086,SUPER BATTLE DROID G21: The planet is secure sir. The population is under control.,SUPER BATTLE DROID G21, The planet is secure sir. The population is under control.,Revenge of the Sith,Droid
6260,6087,GENERAL GRIEVOUS: Good. Where is the Separatist Council?,GENERAL GRIEVOUS, Good. Where is the Separatist Council?,Revenge of the Sith,Droid
6261,6088,SUPER BATTLE DROID G21: This way sir ...,SUPER BATTLE DROID G21, This way sir ...,Revenge of the Sith,Droid
6262,6089,GENERAL GRIEVOUS: Yes Lord Sidious.,GENERAL GRIEVOUS, Yes Lord Sidious.,Revenge of the Sith,Droid
6263,6090,DARTH SlDIOUS: General Grievous I suggest you move the Separatist leaders to Mustafar.,DARTH SIDIOUS, General Grievous I suggest you move the Separatist leaders to Mustafar.,Revenge of the Sith,Male
6264,6091,GENERAL GRIEVOUS: It will be done My Lord.,GENERAL GRIEVOUS, It will be done My Lord.,Revenge of the Sith,Droid
6265,6092,DARTH SlDIOUS: The end of the war is near General and I promise you victory is assured.,DARTH SIDIOUS, The end of the war is near General and I promise you victory is assured.,Revenge of the Sith,Male
6266,6093,GENERAL GRIEVOUS: But the loss of Count Dooku?,GENERAL GRIEVOUS, But the loss of Count Dooku?,Revenge of the Sith,Droid
6267,6094,DARTH SlDIOUS: His death was a necessary loss which will ensure our victory. Soon I will have a new apprentice . . . one far younger and more powerful than Lord Tyranus.,DARTH SIDIOUS, His death was a necessary loss which will ensure our victory. Soon I will have a new apprentice . . . one far younger and more powerful than Lord Tyranus.,Revenge of the Sith,Male
6268,6095,ANAKIN: . . . every second I was thinking of you. Protecting the endless nameless Outer Rim settlements became a torture . . . the battles were easy the longing became unbearable . . . I've never been so happy as I am at this moment.,ANAKIN, . . . every second I was thinking of you. Protecting the endless nameless Outer Rim settlements became a torture . . . the battles were easy the longing became unbearable . . . I've never been so happy as I am at this moment.,Revenge of the Sith,Male
6269,6096,PADME: Annie I want to have our baby back home on Naboo. We could go to the lake country where no one would know . . . where we would be safe. I could go early-and fix up the baby's room. I know the perfect spot right by the gardens.,PADME, Annie I want to have our baby back home on Naboo. We could go to the lake country where no one would know . . . where we would be safe. I could go early-and fix up the baby's room. I know the perfect spot right by the gardens.,Revenge of the Sith,Female
6270,6097,ANAKIN: You are so beautiful!,ANAKIN, You are so beautiful!,Revenge of the Sith,Male
6271,6098,PADME: It's only because I'm so in love . . .,PADME, It's only because I'm so in love . . .,Revenge of the Sith,Female
6272,6099,ANAKIN: No it's because I'm so in love with you.,ANAKIN, No it's because I'm so in love with you.,Revenge of the Sith,Male
6273,6100,PADME: So love has blinded you?,PADME, So love has blinded you?,Revenge of the Sith,Female
6274,6101,ANAKIN: Well that's not exactly what I meant . . .,ANAKIN, Well that's not exactly what I meant . . .,Revenge of the Sith,Male
6275,6102,PADME: But it's probably true!,PADME, But it's probably true!,Revenge of the Sith,Female
6276,6103,ANAKIN: I haven't laughed in so long . . .,ANAKIN, I haven't laughed in so long . . .,Revenge of the Sith,Male
6277,6104,PADME: Neither have I.,PADME, Neither have I.,Revenge of the Sith,Female
6278,6105,PADME: Anakin help me! Help Anakin! Anakin I love you. I love you.,PADME, Anakin help me! Help Anakin! Anakin I love you. I love you.,Revenge of the Sith,Female
6279,6106,PADME: Anakin??,PADME, Anakin??,Revenge of the Sith,Female
6280,6107,PADME: What's bothering you?,PADME, What's bothering you?,Revenge of the Sith,Female
6281,6108,ANAKIN: Nothing . . .,ANAKIN, Nothing . . .,Revenge of the Sith,Male
6282,6109,ANAKIN: (continuing) I remember when I gave this to you.,ANAKIN,  I remember when I gave this to you.,Revenge of the Sith,Male
6283,6110,PADME: Anakin how long is it going to take for us to be honest with each other?,PADME, Anakin how long is it going to take for us to be honest with each other?,Revenge of the Sith,Female
6284,6111,ANAKIN: It was a dream.,ANAKIN, It was a dream.,Revenge of the Sith,Male
6285,6112,PADME: Bad?,PADME, Bad?,Revenge of the Sith,Female
6286,6113,ANAKIN: Like the ones I used to have about my mother just before she died.,ANAKIN, Like the ones I used to have about my mother just before she died.,Revenge of the Sith,Male
6287,6114,PADME: And?,PADME, And?,Revenge of the Sith,Female
6288,6115,ANAKIN: It was about you.,ANAKIN, It was about you.,Revenge of the Sith,Male
6289,6116,PADME: Tell me.,PADME, Tell me.,Revenge of the Sith,Female
6290,6117,ANAKIN: It was only a dream.,ANAKIN, It was only a dream.,Revenge of the Sith,Male
6291,6118,ANAKIN: (continuing) You die in childbirth . . .,ANAKIN,  You die in childbirth . . .,Revenge of the Sith,Male
6292,6119,PADME: And the baby?,PADME, And the baby?,Revenge of the Sith,Female
6293,6120,ANAKIN: I don't know.,ANAKIN, I don't know.,Revenge of the Sith,Male
6294,6121,PADME: It was only a dream.,PADME, It was only a dream.,Revenge of the Sith,Female
6295,6122,ANAKIN: . . . I won't let this one become real Padme.,ANAKIN, . . . I won't let this one become real Padme.,Revenge of the Sith,Male
6296,6123,PADME: Anakin this baby will change our lives. I doubt the Queen will continue to allow me to serve in the Senate and if the Council discovers you are the father you will be expelled from the Jedi Order.,PADME, Anakin this baby will change our lives. I doubt the Queen will continue to allow me to serve in the Senate and if the Council discovers you are the father you will be expelled from the Jedi Order.,Revenge of the Sith,Female
6297,6124,ANAKIN: I know .,ANAKIN, I know .,Revenge of the Sith,Male
6298,6125,PADME: Anakin do you think Obi-Wan might be able to help us?,PADME, Anakin do you think Obi-Wan might be able to help us?,Revenge of the Sith,Female
6299,6126,ANAKIN: (suspicious) Have you told him anything?,ANAKIN,  Have you told him anything?,Revenge of the Sith,Male
6300,6127,PADME: No but he's your mentor your best friend . . . he must suspect something.,PADME, No but he's your mentor your best friend . . . he must suspect something.,Revenge of the Sith,Female
6301,6128,ANAKIN: He's been a father to me but he's still on the Council. Don't tell him anything!,ANAKIN, He's been a father to me but he's still on the Council. Don't tell him anything!,Revenge of the Sith,Male
6302,6129,PADME: I won't Anakin.,PADME, I won't Anakin.,Revenge of the Sith,Female
6303,6130,ANAKIN: I don't need his help . . . Our baby is a blessing not a problem.,ANAKIN, I don't need his help . . . Our baby is a blessing not a problem.,Revenge of the Sith,Male
6304,6131,YODA: Premonitions . . . premonitions . . . Hmmmm . . . these visions you have . . .,YODA, Premonitions . . . premonitions . . . Hmmmm . . . these visions you have . . .,Revenge of the Sith,Male
6305,6132,ANAKIN: They are of pain suffering death . . .,ANAKIN, They are of pain suffering death . . .,Revenge of the Sith,Male
6306,6133,YODA: Yourself you speak of or someone you know?,YODA, Yourself you speak of or someone you know?,Revenge of the Sith,Male
6307,6134,ANAKIN: Someone . . .,ANAKIN, Someone . . .,Revenge of the Sith,Male
6308,6135,YODA: . . . close to you?,YODA, . . . close to you?,Revenge of the Sith,Male
6309,6136,ANAKIN: Yes.,ANAKIN, Yes.,Revenge of the Sith,Male
6310,6137,YODA: Careful you must be when sensing the future Anakin. The fear of loss is a path to the dark side.,YODA, Careful you must be when sensing the future Anakin. The fear of loss is a path to the dark side.,Revenge of the Sith,Male
6311,6138,ANAKIN: I won't let these visions come true Master Yoda.,ANAKIN, I won't let these visions come true Master Yoda.,Revenge of the Sith,Male
6312,6139,YODA: Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them do not. Miss them do not. Attachment leads to jealousy. The shadow of greed that is.,YODA, Death is a natural part of life. Rejoice for those around you who transform into the Force. Mourn them do not. Miss them do not. Attachment leads to jealousy. The shadow of greed that is.,Revenge of the Sith,Male
6313,6140,ANAKIN: What must I do Master Yoda?,ANAKIN, What must I do Master Yoda?,Revenge of the Sith,Male
6314,6141,YODA: Train yourself to let go of everything you fear to lose.,YODA, Train yourself to let go of everything you fear to lose.,Revenge of the Sith,Male
6315,6142,OBI-WAN: You missed the report on the Outer Rim sieges.,OBI-WAN, You missed the report on the Outer Rim sieges.,Revenge of the Sith,Male
6316,6143,ANAKIN: I'm sorry I was held up. I have no excuse.,ANAKIN, I'm sorry I was held up. I have no excuse.,Revenge of the Sith,Male
6317,6144,OBI-WAN: In short they are going very well. Saleucami has fallen and Master Vos has moved his troops to Boz Pity.,OBI-WAN, In short they are going very well. Saleucami has fallen and Master Vos has moved his troops to Boz Pity.,Revenge of the Sith,Male
6318,6145,ANAKIN: What's wrong then?,ANAKIN, What's wrong then?,Revenge of the Sith,Male
6319,6146,OBI-WAN: The Senate is expected to vote more executive powers to the Chancellor today.,OBI-WAN, The Senate is expected to vote more executive powers to the Chancellor today.,Revenge of the Sith,Male
6320,6147,ANAKIN: Well that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.,ANAKIN, Well that can only mean less deliberating and more action. Is that bad? It will make it easier for us to end this war.,Revenge of the Sith,Male
6321,6148,OBI-WAN: Anakin be careful of your friend Palpatine.,OBI-WAN, Anakin be careful of your friend Palpatine.,Revenge of the Sith,Male
6322,6149,ANAKIN: Be careful of what?,ANAKIN, Be careful of what?,Revenge of the Sith,Male
6323,6150,OBI-WAN: He has requested your presence.,OBI-WAN, He has requested your presence.,Revenge of the Sith,Male
6324,6151,ANAKIN: What for?,ANAKIN, What for?,Revenge of the Sith,Male
6325,6152,OBI-WAN: He would not say.,OBI-WAN, He would not say.,Revenge of the Sith,Male
6326,6153,ANAKIN: He didn't inform the Jedi Council? That's unusual isn't it?,ANAKIN, He didn't inform the Jedi Council? That's unusual isn't it?,Revenge of the Sith,Male
6327,6154,OBI-WAN: All of this is unusual and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.,OBI-WAN, All of this is unusual and it's making me feel uneasy. You're probably aware that relations between the Council and the Chancellor are stressed.,Revenge of the Sith,Male
6328,6155,ANAKIN: I know the Council has grown wary of the Chancellor's power mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?,ANAKIN, I know the Council has grown wary of the Chancellor's power mine also for that matter. Aren't we all working together to save the Republic? Why all this distrust?,Revenge of the Sith,Male
6329,6156,OBI-WAN: The Force grows dark Anakin and we are all affected by it. Be wary of your feelings.,OBI-WAN, The Force grows dark Anakin and we are all affected by it. Be wary of your feelings.,Revenge of the Sith,Male
6330,6157,PALPATINE: Anakin this afternoon the Senate is going to call on me to take direct control of the Jedi Council.,PALPATINE, Anakin this afternoon the Senate is going to call on me to take direct control of the Jedi Council.,Revenge of the Sith,Male
6331,6158,ANAKIN: The Jedi will no longer report to the Senate?,ANAKIN, The Jedi will no longer report to the Senate?,Revenge of the Sith,Male
6332,6159,PALPATINE: They will report to me . . . personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.,PALPATINE, They will report to me . . . personally. The Senate is too unfocused to conduct a war. This will bring a quick end to things.,Revenge of the Sith,Male
6333,6160,ANAKIN: I agree but the Jedi Council may not see it that way.,ANAKIN, I agree but the Jedi Council may not see it that way.,Revenge of the Sith,Male
6334,6161,PALPATINE: There are times when we must all endure adjustments to the constitution in the name of security.,PALPATINE, There are times when we must all endure adjustments to the constitution in the name of security.,Revenge of the Sith,Male
6335,6162,ANAKIN: With all due respect sir the Council is in no mood for more constitutional amendments.,ANAKIN, With all due respect sir the Council is in no mood for more constitutional amendments.,Revenge of the Sith,Male
6336,6163,PALPATINE: Thank you my friend but in this case I have no choice . . . this war must be won.,PALPATINE, Thank you my friend but in this case I have no choice . . . this war must be won.,Revenge of the Sith,Male
