,10,Script,test,Characters,Dialogue,test_2,Movie
1566,,OBI-WAN: Not this time. There's too much at stake. We need help. Odd Ball do you copy?NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Not this time. There's too much at stake. We need help. Odd Ball do you copy?,True,Revenge of the Sith
1567,,ODD BALL: (OS) Copy Red Leader.NoneNoneNoneNoneNoneNoneNoneNone,True,ODD BALL,  Copy Red Leader.,True,Revenge of the Sith
1568,,OBI-WAN: Mark my position and form your squad up behind me . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Mark my position and form your squad up behind me . . .,True,Revenge of the Sith
1570,,ODD BALL: We're on your tail General Kenobi. Set S-foils in attack position.NoneNoneNoneNoneNoneNoneNoneNone,True,ODD BALL, We're on your tail General Kenobi. Set S-foils in attack position.,True,Revenge of the Sith
1573,,ANAKIN: This is where the fun begins. Ten Vulture Droids straight ahead coming down the left side.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, This is where the fun begins. Ten Vulture Droids straight ahead coming down the left side.,True,Revenge of the Sith
1575,,OBI-WAN: Add five Tri-fighters on the right . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Add five Tri-fighters on the right . . .,True,Revenge of the Sith
1576,,ANAKIN: I'm going head to head. See you.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm going head to head. See you.,True,Revenge of the Sith
1577,,OBI-WAN: Take it easy Anakin.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Take it easy Anakin.,True,Revenge of the Sith
1579,,ODD BALL: I'm on your right Red Leader.NoneNoneNoneNoneNoneNoneNoneNone,True,ODD BALL, I'm on your right Red Leader.,True,Revenge of the Sith
1580,,ANAKIN: Incoming!!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Incoming!!,True,Revenge of the Sith
1582,,OBI-WAN: Five more on the right!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Five more on the right!,True,Revenge of the Sith
1584,,ANAKIN: Here we go.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Here we go.,True,Revenge of the Sith
1586,,OBI-WAN: I'm going high and right.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, I'm going high and right.,True,Revenge of the Sith
1587,,ANAKIN: Hang on. There are four more of them.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Hang on. There are four more of them.,True,Revenge of the Sith
1588,,OBI-WAN: Stay with me . . . swing back and right . . . help me engage. Back off ... Let them pass between us.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Stay with me . . . swing back and right . . . help me engage. Back off ... Let them pass between us.,True,Revenge of the Sith
1589,,ANAKIN: I'm coming around. I'm coming around on your tail.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm coming around. I'm coming around on your tail.,True,Revenge of the Sith
1590,,OBI-WAN: All right engage . . . and hurry. These droids are all over me like a rash.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, All right engage . . . and hurry. These droids are all over me like a rash.,True,Revenge of the Sith
1593,,ANAKIN: How many back there. Artoo? (Artoo beeps) Three . . . (continuing) Four . . . that's not good.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, How many back there. Artoo?  Four . . . that's not good.,True,Revenge of the Sith
1594,,OBI-WAN: Anakin you have four on your tail.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Anakin you have four on your tail.,True,Revenge of the Sith
1595,,ANAKIN: I know. I know!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I know. I know!,True,Revenge of the Sith
1596,,OBI-WAN: Four more closing from your left.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Four more closing from your left.,True,Revenge of the Sith
1597,,ANAKIN: I know. I know!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I know. I know!,True,Revenge of the Sith
1598,,OBI-WAN: Break right and go high.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Break right and go high.,True,Revenge of the Sith
1599,,ANAKIN: I'm going low and left.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm going low and left.,True,Revenge of the Sith
1601,,OBI-WAN: (to himself) He still has much to learn.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  He still has much to learn.,True,Revenge of the Sith
1603,,ANAKIN: Hang on Artoo. Obi-Wan do you copy? I'm going to pull them through the needle . . .NoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Hang on Artoo. Obi-Wan do you copy? I'm going to pull them through the needle . . .,True,Revenge of the Sith
1604,,"OBI-WAN: Too dangerous. First Jedi rule: ""Survive.""NoneNoneNoneNoneNoneNoneNoneNoneNone",True,OBI-WAN," Too dangerous. First Jedi rule: ""Survive.""",True,Revenge of the Sith
1605,,ANAKIN: Sorry no choice. Come down here and thin them out a little.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Sorry no choice. Come down here and thin them out a little.,True,Revenge of the Sith
1607,,OBI-WAN: Just keep me steady . . . hold on ... not yet. . . now break left.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Just keep me steady . . . hold on ... not yet. . . now break left.,True,Revenge of the Sith
1609,,OBI-WAN: (continuing) You'll never get through there Anakin. It's too tight.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  You'll never get through there Anakin. It's too tight.,True,Revenge of the Sith
1611,,ANAKIN: Easy Artoo . . . we've done this before.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Easy Artoo . . . we've done this before.,True,Revenge of the Sith
1612,,OBI-WAN: Use the Force think yourself through the ship will follow.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Use the Force think yourself through the ship will follow.,True,Revenge of the Sith
1614,,ANAKIN: Wrong thought Artoo.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Wrong thought Artoo.,True,Revenge of the Sith
1616,,ANAKIN: (continuing) I'm through.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  I'm through.,True,Revenge of the Sith
1618,,ODD BALL: There are too many of them.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ODD BALL, There are too many of them.,True,Revenge of the Sith
1619,,CLONE PILOT 2: I'm on your wing. Break left. Break left. They're all over me. Get them off my . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,CLONE PILOT 2, I'm on your wing. Break left. Break left. They're all over me. Get them off my . . .,True,Revenge of the Sith
1620,,ANAKIN: I'm going to go help them out!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm going to go help them out!,True,Revenge of the Sith
1621,,OBI-WAN: No no! They are doing their job so we can do ours. Head for the Command Ship!NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, No no! They are doing their job so we can do ours. Head for the Command Ship!,True,Revenge of the Sith
1623,,ANAKIN: Missiles! Pull up!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Missiles! Pull up!,True,Revenge of the Sith
1625,,OBI-WAN: They overshot us . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, They overshot us . . .,True,Revenge of the Sith
1627,,ANAKIN: They're coming around!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, They're coming around!,True,Revenge of the Sith
1628,,OBI-WAN: All right Arfour. No no. Nothing too fancy.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, All right Arfour. No no. Nothing too fancy.,True,Revenge of the Sith
1629,,ANAKIN: Surge all power units. Artoo! Stand by the reverse thrusters.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Surge all power units. Artoo! Stand by the reverse thrusters.,True,Revenge of the Sith
1631,,ANAKIN: We got 'em. Artoo!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, We got 'em. Artoo!,True,Revenge of the Sith
1633,,OBI-WAN: Flying is for droids.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Flying is for droids.,True,Revenge of the Sith
1635,,OBI-WAN: (continuing) I'm hit! Anakin?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  I'm hit! Anakin?,True,Revenge of the Sith
1636,,ANAKIN: I see them . . . Buzz Droids.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I see them . . . Buzz Droids.,True,Revenge of the Sith
1638,,OBI-WAN: Arfour be careful. You have one . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Arfour be careful. You have one . . .,True,Revenge of the Sith
1640,,OBI-WAN: Oh dear. They're shutting down all the controls.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Oh dear. They're shutting down all the controls.,True,Revenge of the Sith
1641,,ANAKIN: Move to the right so I can get a clear shot at them.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Move to the right so I can get a clear shot at them.,True,Revenge of the Sith
1642,,OBI-WAN: The mission. Get to the Command Ship. Get the Chancellor! I'm running out of tricks here.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, The mission. Get to the Command Ship. Get the Chancellor! I'm running out of tricks here.,True,Revenge of the Sith
1644,,OBI-WAN: (continuing) In the name of ...NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  In the name of ...,True,Revenge of the Sith
1645,,ANAKIN: Steady . . . steady . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Steady . . . steady . . .,True,Revenge of the Sith
1646,,OBI-WAN: Anakin hold your fire . . . hold your fire. You're not helping here.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Anakin hold your fire . . . hold your fire. You're not helping here.,True,Revenge of the Sith
1647,,ANAKIN: I agree bad idea. Swing right . . . ease over . . . steady . . .NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I agree bad idea. Swing right . . . ease over . . . steady . . .,True,Revenge of the Sith
1648,,OBI-WAN: Wait . . . wait . . . I can't see a thing! My cockpit's fogging. They're all over me Anakin.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Wait . . . wait . . . I can't see a thing! My cockpit's fogging. They're all over me Anakin.,True,Revenge of the Sith
1649,,ANAKIN: Move to the right.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Move to the right.,True,Revenge of the Sith
1650,,OBI-WAN: Hold on Anakin. You're going to get us both killed! Get out of here. There's nothing more you can do.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Hold on Anakin. You're going to get us both killed! Get out of here. There's nothing more you can do.,True,Revenge of the Sith
1651,,ANAKIN: I'm not leaving without you Master.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I'm not leaving without you Master.,True,Revenge of the Sith
1654,,OBI-WAN: Blast it ... I can't see . . . my controls are gone.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Blast it ... I can't see . . . my controls are gone.,True,Revenge of the Sith
1655,,ANAKIN: Get 'em Artoo. Watch out!NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Get 'em Artoo. Watch out!,True,Revenge of the Sith
1656,,OBI-WAN: Artoo hit the buzz droid's center eye.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Artoo hit the buzz droid's center eye.,True,Revenge of the Sith
1658,,ANAKIN: Yeah you got him!NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Yeah you got him!,True,Revenge of the Sith
1659,,OBI-WAN: Great Artoo.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Great Artoo.,True,Revenge of the Sith
1660,,ANAKIN: Stay on my wing . . . the General's Command Ship is dead ahead. Easy . . . pull up ... Head for the hangar.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Stay on my wing . . . the General's Command Ship is dead ahead. Easy . . . pull up ... Head for the hangar.,True,Revenge of the Sith
1661,,OBI-WAN: Have you noticed the shields are still up?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Have you noticed the shields are still up?,True,Revenge of the Sith
1662,,ANAKIN: Oh?!? Sorry Master.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Oh?!? Sorry Master.,True,Revenge of the Sith
1664,,OBI-WAN: Oh I have a bad feeling about this.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Oh I have a bad feeling about this.,True,Revenge of the Sith
1669,,OBI-WAN: Artoo locate the Chancellor.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Artoo locate the Chancellor.,True,Revenge of the Sith
1670,,ANAKIN: Tap into the ship's computers.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Tap into the ship's computers.,True,Revenge of the Sith
1672,,OBI-WAN: The Chancellor's signal is coming from right there. The observation platform at the top of that spire.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, The Chancellor's signal is coming from right there. The observation platform at the top of that spire.,True,Revenge of the Sith
1673,,ANAKIN: I sense Count Dooku . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I sense Count Dooku . . .,True,Revenge of the Sith
1674,,OBI-WAN: I sense a trap.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, I sense a trap.,True,Revenge of the Sith
1675,,ANAKIN: Next move?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Next move?,True,Revenge of the Sith
1676,,OBI-WAN: Spring the trap.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Spring the trap.,True,Revenge of the Sith
1678,,ANAKIN: Artoo go back. I need you to stay with the ship.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Artoo go back. I need you to stay with the ship.,True,Revenge of the Sith
1679,,OBI-WAN: Here take this and wait for orders.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Here take this and wait for orders.,True,Revenge of the Sith
1683,,GENERAL GRIEVOUS: What's the situation Captain?NoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, What's the situation Captain?,True,Revenge of the Sith
1684,,CAPTAIN: TWO Jedi have landed in the main hangar bay.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,CAPTAIN, TWO Jedi have landed in the main hangar bay.,True,Revenge of the Sith
1685,,GENERAL GRIEVOUS: Just as Count Dooku predicted.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,GENERAL GRIEVOUS, Just as Count Dooku predicted.,True,Revenge of the Sith
1688,,BODYGUARD I: General Kenobi Anakin Skywalker. We've been waiting for you.NoneNoneNoneNoneNoneNoneNoneNone,True,BODYGUARD I, General Kenobi Anakin Skywalker. We've been waiting for you.,True,Revenge of the Sith
1689,,OBI-WAN: We are here to relieve you of Chancellor Palpatine not join him.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, We are here to relieve you of Chancellor Palpatine not join him.,True,Revenge of the Sith
1691,,OBI-WAN: Anakin. . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Anakin. . .,True,Revenge of the Sith
1692,,ANAKIN: Ready.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Ready.,True,Revenge of the Sith
1696,,OBI-WAN: . . . fuel. The slightest charge from our sabers will send this ship into oblivion. That's why they've stopped shooting.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, . . . fuel. The slightest charge from our sabers will send this ship into oblivion. That's why they've stopped shooting.,True,Revenge of the Sith
1697,,ANAKIN: Well then we're safe for the time being.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Well then we're safe for the time being.,True,Revenge of the Sith
1698,,OBI-WAN: Your idea of safe is not the same as mine.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Your idea of safe is not the same as mine.,True,Revenge of the Sith
1700,,ANAKIN: They're sealing this section off.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, They're sealing this section off.,True,Revenge of the Sith
1701,,OBI-WAN: Six droids coming our way!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Six droids coming our way!,True,Revenge of the Sith
1703,,ANAKIN: Keep moving. There must be vents . . . This way.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Keep moving. There must be vents . . . This way.,True,Revenge of the Sith
1705,,OBI-WAN: We'll never get through that. It's too small!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, We'll never get through that. It's too small!,True,Revenge of the Sith
1708,,ANAKIN: I found our escape vent.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I found our escape vent.,True,Revenge of the Sith
1709,,OBI-WAN: Anakin this is no time for jokes. We're in serious trouble here.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Anakin this is no time for jokes. We're in serious trouble here.,True,Revenge of the Sith
1710,,ANAKIN: Only in your mind. My Master. Look no structure. . . .NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Only in your mind. My Master. Look no structure. . . .,True,Revenge of the Sith
1714,,ANAKIN: Here's a way out.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Here's a way out.,True,Revenge of the Sith
1720,,OBI-WAN: That won't hold when the fuel hits those power dischargers.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, That won't hold when the fuel hits those power dischargers.,True,Revenge of the Sith
1721,,ANAKIN: The blast will break the hull. This side's pressurized.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, The blast will break the hull. This side's pressurized.,True,Revenge of the Sith
1722,,OBI-WAN: You still have much to learn Anakin.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, You still have much to learn Anakin.,True,Revenge of the Sith
1725,,SUPER BATTLE DROID R77: I have a bad feeling about this.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID R77, I have a bad feeling about this.,True,Revenge of the Sith
1732,,OBI-WAN: All right you win. I have much to learn. Let's go!NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, All right you win. I have much to learn. Let's go!,True,Revenge of the Sith
1736,,ANAKIN: Destroyers!!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Destroyers!!,True,Revenge of the Sith
1738,,BATTLE DROID: Drop your weapons! I said drop 'em.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,BATTLE DROID, Drop your weapons! I said drop 'em.,True,Revenge of the Sith
1744,,OBI-WAN: Did you press the stop button?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Did you press the stop button?,True,Revenge of the Sith
1745,,ANAKIN: No did you?NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, No did you?,True,Revenge of the Sith
1746,,OBI-WAN: No!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, No!,True,Revenge of the Sith
1747,,ANAKIN: Well there's more than one way out of here.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Well there's more than one way out of here.,True,Revenge of the Sith
1749,,OBI-WAN: We don't want to get out we want to get moving. Artoo . . . Artoo. Do you copy? Activate elevator . . . (looks at control panel) . . . 31174 . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, We don't want to get out we want to get moving. Artoo . . . Artoo. Do you copy? Activate elevator . . .  . . . 31174 . . .,True,Revenge of the Sith
1753,,SUPER BATTLE DROID 1: What's that?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID 1, What's that?,True,Revenge of the Sith
1754,,SUPER BATTLE DROID 2: Get back to work. It's nothing.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID 2, Get back to work. It's nothing.,True,Revenge of the Sith
1756,,OBI-WAN: Artoo?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Artoo?,True,Revenge of the Sith
1758,,OBI-WAN: (continuing) Always on the move.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  Always on the move.,True,Revenge of the Sith
1762,,OBI-WAN: (OS) Artoo switch on the comlink. Artoo do you hear me? Artoo we gave you a job to do! Artoo.NoneNoneNoneNoneNoneNone,True,OBI-WAN,  Artoo switch on the comlink. Artoo do you hear me? Artoo we gave you a job to do! Artoo.,True,Revenge of the Sith
1767,,OBI-WAN: Stop stop! Artoo we need to be going up.NoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Stop stop! Artoo we need to be going up.,True,Revenge of the Sith
1770,,DROID 1: Hands up Jedi! Don't move.NoneNoneNoneNoneNoneNoneNoneNone,True,DROID 1, Hands up Jedi! Don't move.,True,Revenge of the Sith
1771,,DROID 2: Roger roger.NoneNoneNoneNoneNoneNoneNoneNone,True,DROID 2, Roger roger.,True,Revenge of the Sith
1774,,SUPER BATTLE DROID 1: There it is again.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID 1, There it is again.,True,Revenge of the Sith
1775,,OBI-WAN: (OS) Artoo do you copy? Artoo do you hear me? Artoo we need to be going up not down.NoneNoneNoneNoneNone,True,OBI-WAN,  Artoo do you copy? Artoo do you hear me? Artoo we need to be going up not down.,True,Revenge of the Sith
1778,,OBI-WAN: Stop. Artoo! We need to go up! Stop stop!NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Stop. Artoo! We need to go up! Stop stop!,True,Revenge of the Sith
1782,,SUPER BATTLE DROID 1: Hey you!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID 1, Hey you!,True,Revenge of the Sith
1786,,OBI-WAN: Now that's better . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Now that's better . . .,True,Revenge of the Sith
1789,,SUPER BATTLE DROID 1: You stupid little astro droid!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,SUPER BATTLE DROID 1, You stupid little astro droid!,True,Revenge of the Sith
1793,,OBI-WAN: Oh it's you . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Oh it's you . . .,True,Revenge of the Sith
1797,,ANAKIN: What was that all about?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, What was that all about?,True,Revenge of the Sith
1798,,OBI-WAN: Well Artoo has been . . .NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Well Artoo has been . . .,True,Revenge of the Sith
1799,,ANAKIN: No loose wire jokes . . . He's doing the best he can.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, No loose wire jokes . . . He's doing the best he can.,True,Revenge of the Sith
1800,,OBI-WAN: Did I say anything?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Did I say anything?,True,Revenge of the Sith
1801,,ANAKIN: He's trying!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, He's trying!,True,Revenge of the Sith
1802,,OBI-WAN: I didn't say anything!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, I didn't say anything!,True,Revenge of the Sith
1807,,OBI-WAN: (bows) Chancellor.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  Chancellor.,True,Revenge of the Sith
1808,,ANAKIN: Are you all right?NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Are you all right?,True,Revenge of the Sith
1809,,PALPATINE: (quietly) Count Dooku.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE,  Count Dooku.,True,Revenge of the Sith
1811,,OBI-WAN: (quietly to Anakin) This time we will do it together.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN,  This time we will do it together.,True,Revenge of the Sith
1812,,ANAKIN: I was about to say that.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I was about to say that.,True,Revenge of the Sith
1814,,PALPATINE: Get help! You're no match for him. He's a Sith Lord.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Get help! You're no match for him. He's a Sith Lord.,True,Revenge of the Sith
1815,,OBI-WAN: Chancellor Palpatine Sith Lords are our specialty.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, Chancellor Palpatine Sith Lords are our specialty.,True,Revenge of the Sith
1817,,COUNT DOOKU: Your swords please Master Jedi. We don't want to make a mess of things in front of the Chancellor.NoneNoneNoneNoneNoneNoneNone,True,COUNT DOOKU, Your swords please Master Jedi. We don't want to make a mess of things in front of the Chancellor.,True,Revenge of the Sith
1819,,OBI-WAN: You won't get away this time Dooku.NoneNoneNoneNoneNoneNoneNoneNone,True,OBI-WAN, You won't get away this time Dooku.,True,Revenge of the Sith
1821,,COUNT DOOKU: I've been looking forward to this.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,COUNT DOOKU, I've been looking forward to this.,True,Revenge of the Sith
1822,,ANAKIN: My powers have doubled since the last time we met Count.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, My powers have doubled since the last time we met Count.,True,Revenge of the Sith
1823,,COUNT DOOKU: Good. Twice the pride double the fall.NoneNoneNoneNoneNoneNoneNoneNone,True,COUNT DOOKU, Good. Twice the pride double the fall.,True,Revenge of the Sith
1825,,COUNT DOOKU: (continuing) Your moves are clumsy Kenobi . . . too predictable. You'll have to do better.NoneNoneNoneNoneNoneNoneNoneNone,True,COUNT DOOKU,  Your moves are clumsy Kenobi . . . too predictable. You'll have to do better.,True,Revenge of the Sith
1827,,COUNT DOOKU: (continuing) I sense great fear in you Skywalker. You have hate you have anger but you dont use them.NoneNoneNoneNoneNoneNone,True,COUNT DOOKU,  I sense great fear in you Skywalker. You have hate you have anger but you dont use them.,True,Revenge of the Sith
1831,,PALPATINE: Good Anakin good. I knew you could do it. Kill him. Kill him now!NoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Good Anakin good. I knew you could do it. Kill him. Kill him now!,True,Revenge of the Sith
1832,,ANAKIN: I shouldn't . . .NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, I shouldn't . . .,True,Revenge of the Sith
1833,,PALPATINE: Do it!!NoneNoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, Do it!!,True,Revenge of the Sith
1835,,ANAKIN: ... I couldn't stop myself.NoneNoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, ... I couldn't stop myself.,True,Revenge of the Sith
1836,,PALPATINE: You did well Anakin. He was too dangerous to be kept alive.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE, You did well Anakin. He was too dangerous to be kept alive.,True,Revenge of the Sith
1838,,ANAKIN: Yes but he was an unarmed prisoner.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN, Yes but he was an unarmed prisoner.,True,Revenge of the Sith
1840,,ANAKIN: (continuing) I shouldn't have done that Chancellor. It's not the Jedi way.NoneNoneNoneNoneNoneNoneNoneNone,True,ANAKIN,  I shouldn't have done that Chancellor. It's not the Jedi way.,True,Revenge of the Sith
1842,,PALPATINE: It is only natural. He cut off your arm and you wanted revenge. It wasn't the first time Anakin. Remember what you told me about your mother and the Sand People. Now we must leave before more security droids arrive.NoneNoneNoneNoneNoneNone,True,PALPATINE, It is only natural. He cut off your arm and you wanted revenge. It wasn't the first time Anakin. Remember what you told me about your mother and the Sand People. Now we must leave before more security droids arrive.,True,Revenge of the Sith
1844,,PALPATINE: (continuing) Anakin there is no time. We must get off the ship before it's too late.NoneNoneNoneNoneNoneNoneNoneNone,True,PALPATINE,  Anakin there is no time. We must get off the ship before it's too late.,True,Revenge of the Sith
