Name,Opening,Rank,Studio,Total Gross,Years
"Norte, the End of History","$2,164",581,CGld,"$10,457",2017
Stray Dogs,"$2,998",582,CGld,"$10,433",2017
The Endless Summer (2014 re-release),N/A,583,Mont.,"$10,233",2017
Before I Disappear,"$2,676",584,IFC,"$10,078",2017
Kabbalah Me,"$2,196",585,FRun,"$9,816",2017
Marius,N/A,586,KL,"$9,781",2017
"If You Don't, I Will","$1,707",587,FM,"$9,719",2017
On the Other Side of the Tracks,"$5,923",588,Wein.,"$9,572",2017
In the House of Flies,"$3,500",589,PDF,"$9,480",2017
Radio Free Albemuth,"$5,553",590,Free,"$9,365",2017
The Immortalists,"$1,308",591,Gathr,"$9,331",2017
Honeymoon,"$4,131",592,Magn.,"$9,318",2017
The Sacrament,$583,593,Magn.,"$9,221",2017
The Cabinet of Dr. Caligari (2014 re-release),N/A,594,KL,"$8,811",2017
Fanny,"$1,872",595,KL,"$8,735",2017
Comet,N/A,596,IFC,"$8,623",2017
The Mystery of Happiness,$382,597,Strand,"$8,528",2017
The Quitter,"$5,588",598,OGP,"$8,512",2017
Canopy,"$3,042",599,Mont.,"$8,462",2017
Almost Human,"$2,722",600,IFC,"$8,447",2017
Love At First Fight,"$3,187",501,Strand,"$25,229",2017
R100,"$7,263",502,Drft.,"$24,956",2017
Olvidados (Forgotten),"$2,791",503,CLS,"$24,638",2017
Big Game,"$16,909",504,EC,"$24,572",2017
Kill Me Three Times,"$15,477",505,Magn.,"$24,296",2017
Unexpected,N/A,506,TFA,"$23,986",2017
Can't Stand Losing You: Surviving the Police,"$5,656",507,CLS,"$23,262",2017
"Hippocrates, Diary of a French Doctor","$5,908",508,Distrib.,"$23,050",2017
Court,"$4,806",509,Zeit.,"$22,898",2017
Salut D'Amour,"$6,514",510,CJ,"$22,480",2017
Metropolitan (2015 re-release),"$7,554",511,Rialto,"$22,284",2017
Slow Learners,$948,512,IFC,"$22,272",2017
Princess Cut,N/A,513,WMP,"$22,167",2017
Mediterranea,"$5,846",514,IFC,"$22,076",2017
Animals (2015),"$14,471",515,Osci.,"$21,821",2017
Noma - My Perfect Storm,"$2,987",516,Magn.,"$21,130",2017
Consumed,N/A,517,Gathr,"$20,476",2017
Boy Meets Girl (2015),"$5,306",518,Bram.,"$20,441",2017
"Love, Rosie","$14,893",519,TFA,"$20,431",2017
Futuro Beach,"$3,324",520,Strand,"$20,262",2017
Friends and Romans,N/A,521,Pala.,"$20,136",2017
Forbidden Games (1952),"$4,316",522,Rialto,"$19,889",2017
Wild Canaries,"$2,683",523,IFC,"$19,777",2017
Misery Loves Comedy,"$5,300",524,Trib.,"$19,634",2017
Going Away,"$7,714",525,Cohen,"$19,501",2017
Gabo: The Creation of Gabriel Garcia Marquez,"$1,432",526,Icar.,"$19,337",2017
A Hard Day,N/A,527,KL,"$19,004",2017
The Challenger,"$12,246",528,WinD,"$19,003",2017
Ardor,"$13,726",529,Part.,"$18,565",2017
The Little Death,"$3,118",530,Magn.,"$18,238",2017
Gangnam 1970,"$18,022",531,CJ,"$18,022",2017
The Other One,"$11,718",532,Indic.,"$17,727",2017
Butterfly Girl,"$4,326",533,Indic.,"$17,503",2017
Trash,"$10,230",534,FCW,"$17,484",2017
Strangerland,"$17,472",535,Alc,"$17,472",2017
Great Museum,N/A,536,KL,"$17,048",2017
Eastern Boys,"$5,726",537,FRun,"$16,831",2017
Extraction,"$10,948",538,LGP,"$16,775",2017
Eva,"$10,395",539,Wein.,"$16,738",2017
This Changes Everything,"$9,770",540,Abr.,"$16,692",2017
The World of Kanako,"$6,834",541,Drft.,"$16,627",2017
Who Took Johnny,"$7,666",542,Rum.,"$16,595",2017
Life in a Walk,N/A,543,Gathr,"$16,557",2017
The Human Centipede 3 (Final Sequence),N/A,544,IFC,"$16,184",2017
Can You Dig This,N/A,545,Gathr,"$15,909",2017
A Reason,"$1,690",546,Indic.,"$15,792",2017
Full Moon in Paris,"$5,040",547,FM,"$15,726",2017
Number One Fan,"$1,023",548,Distrib.,"$15,549",2017
Cheatin',N/A,549,Ply,"$15,077",2017
Zombeavers,"$8,163",550,Free,"$14,947",2017
Gloria (2015),"$7,930",551,PH,"$14,701",2017
10 Days in a Madhouse,"$4,773",552,CafeP,"$14,616",2017
Buzzard,"$8,031",553,Osci.,"$14,591",2017
Gone Doggy Gone,"$5,625",554,Indic.,"$14,354",2017
The Hallow,"$1,559",555,IFC,"$13,906",2017
Backcountry,"$1,005",556,IFC,"$13,848",2017
Amour Fou,"$4,385",557,FM,"$13,702",2017
Eli,"$7,098",558,Eros,"$13,547",2017
Yakuza Apocalypse,N/A,559,Gold.,"$12,756",2017
"10,000 Km","$8,941",560,BG,"$12,423",2017
The Armor of Light,N/A,561,FFS,"$12,267",2017
Arabian Nights: Volume 1 - The Restless One,N/A,562,KL,"$12,260",2017
Wa-shoku: Beyond Sushi,"$5,582",563,UTMW,"$12,240",2017
Murder in the Park,"$1,310",564,IFC,"$12,088",2017
Little England,"$5,775",565,Crnth,"$12,077",2017
Of Horses and Men,"$9,565",566,MBox,"$11,894",2017
Dreams Rewired,N/A,567,Icar.,"$11,843",2017
Emptying the Skies,"$4,818",568,MBox,"$11,811",2017
Marie's Story,N/A,569,FM,"$11,720",2017
Kidnapping of Michel Houellebecq,N/A,570,KL,"$11,546",2017
The Devil's Violinist,"$8,013",571,Free,"$11,294",2017
1001 Grams,N/A,572,KL,"$10,983",2017
Just Before I Go,"$8,129",573,Anch.,"$10,970",2017
Digging Up the Marrow,N/A,574,HF,"$10,969",2017
Mala Mala,"$2,569",575,Strand,"$10,761",2017
Empire of Lust,"$2,230",576,CJ,"$10,654",2017
The Forecaster,N/A,577,FOR,"$10,172",2017
Little Accidents,"$8,649",578,Ampl.,"$10,071",2017
The Mind of Mark DeFriest,N/A,579,CDF,"$10,021",2017
Still Life (2015),N/A,580,Trib.,"$9,481",2017
"One Cut, One Life","$4,127",581,FRun,"$9,406",2017
Every Thing Will be Fine,"$1,428",582,IFC,"$9,233",2017
Cupcakes,"$2,570",583,Strand,"$9,129",2017
The Lesson,N/A,584,FM,"$9,045",2017
Station to Station,"$9,000",585,SD,"$9,000",2017
An Eye for Beauty,"$5,248",586,MR,"$8,994",2017
Northern Soul,"$6,786",587,Free,"$8,886",2017
B-Side,"$6,544",588,Indic.,"$8,870",2017
The Pardon,"$1,418",589,Mont.,"$8,845",2017
Paul Coelho's Best Story,"$5,295",590,MBox,"$8,808",2017
Dawn of the Crescent Moon,"$6,411",591,Indic.,"$8,799",2017
Meet Me in Montenegro,"$5,010",592,Orch.,"$8,612",2017
Farewell to Hollywood,$572,593,ICir,"$8,601",2017
Counting,"$4,904",594,CGld,"$8,374",2017
The Girl in the Book,"$5,249",595,Free,"$8,245",2017
A Fool (Yi ge shao zi),"$5,741",596,CL,"$8,212",2017
Jellyfish Eyes,"$1,927",597,Jan.,"$8,176",2017
Steak (R)evolution,N/A,598,KL,"$8,025",2017
Straight Outta Tompkins,"$4,011",599,Indic.,"$8,022",2017
One Small Hitch,"$5,328",600,Free,"$7,965",2017
Songs My Brothers Taught Me,"$3,430",501,KL,"$34,793",2017
Mr. Right,"$25,369",502,FCW,"$34,694",2017
Phantom Boy,"$4,352",503,GK,"$34,362",2017
Sweet Sixteen (Xia You Qiao Mu),"$21,439",504,CL,"$34,327",2017
Eisenstein in Guanajuato,"$9,823",505,Strand,"$34,282",2017
Off the Rails,"$8,795",506,TFC,"$34,249",2017
Last Cab to Darwin,$620,507,FRun,"$34,193",2017
The Map Against the World,"$9,962",508,CJ,"$34,034",2017
Equals,"$9,206",509,A24,"$33,258",2017
Multiple Maniacs (2016 re-issue),"$9,814",510,Jan.,"$33,036",2017
The Intervention,"$23,316",511,Gold.,"$32,919",2017
Monster Hunt,"$21,074",512,FR,"$32,766",2017
No Home Movie,N/A,513,Icar.,"$32,757",2017
Rurouni Kenshin: Origins,N/A,514,FUN,"$32,445",2017
Anesthesia,"$6,747",515,IFC,"$32,163",2017
"Rio, I Love You",N/A,516,Scre.,"$31,982",2017
Under the Shadow,"$13,565",517,VE,"$31,900",2017
Paths of the Soul,"$2,780",518,Icar.,"$31,747",2017
As I Open My Eyes,"$4,189",519,KL,"$30,989",2017
The Son of Joseph,N/A,520,KL,"$30,588",2017
Being Charlie,"$11,872",521,Pala.,"$30,400",2017
Men & Chicken,"$2,654",522,Drft.,"$30,207",2017
From Afar,"$5,136",523,Strand,"$30,169",2017
For a Few Bullets,"$17,138",524,CL,"$30,142",2017
Therapy for a Vampire,"$3,361",525,MBox,"$30,115",2017
The Seventh Fire,"$8,277",526,FM,"$30,112",2017
The Best Democracy Money Can Buy: A Tale of Billionaires & Ballot Bandits,"$9,511",527,CLS,"$29,500",2017
The Dog Wedding,"$12,132",528,25th Frame,"$29,495",2017
Troublemakers: The Story of Land Art,"$5,424",529,FRun,"$29,462",2017
The Last Princess,"$11,607",530,CJ,"$29,259",2017
Time to Choose,"$12,233",531,Abr.,"$29,233",2017
Valley of Love,"$9,849",532,Strand,"$28,648",2017
The Seasons in Quincy: Four Portraits of John Berger,"$5,304",533,Icar.,"$28,456",2017
"Rabin, the Last Day","$7,940",534,KL,"$28,411",2017
Take Me to the River (2016),"$1,509",535,FM,"$28,041",2017
Kaili Blues,"$4,164",536,Ghop,"$27,477",2017
Unlocking the Cage,"$3,708",537,FRun,"$27,284",2017
The Eyes of My Mother,"$8,908",538,Magn.,"$27,099",2017
Blackway,"$16,458",539,Electric,"$27,079",2017
Neon Bull,"$6,413",540,KL,"$26,734",2017
Papa (Luo shan ji dao dan ji hua),"$14,644",541,Jampa,"$26,677",2017
Front Cover,"$6,907",542,Strand,"$26,409",2017
Standing Tall (La tete haute),"$7,488",543,Cohen,"$26,144",2017
Chevalier,"$5,968",544,Strand,"$25,696",2017
Gurukulam,N/A,545,Mats.,"$25,651",2017
Kate Plays Christine,"$6,175",546,Ghop,"$25,564",2017
Banjo,"$18,320",547,Eros,"$25,531",2017
The New Year's Eve of Old Lee,"$15,519",548,CL,"$25,358",2017
Disturbing the Peace,"$10,907",549,Abr.,"$25,287",2017
Cosmos,"$3,807",550,KL,"$25,269",2017
A Monster with a Thousand Heads,"$3,900",551,MBox,"$24,852",2017
Evolution,"$7,215",552,IFC,"$24,770",2017
Sudden Fear (2016 re-release),"$11,126",553,Cohen,"$24,476",2017
"Right Now, Wrong Then","$5,291",554,Ghop,"$24,470",2017
Lolo,"$4,242",555,FR,"$24,134",2017
The Fiance,"$4,812",556,Indic.,"$23,986",2017
Southbound,"$6,250",557,Orch.,"$23,665",2017
Gridiron Heroes,N/A,558,Indic.,"$23,487",2017
Project Itoh - Harmony,$760,559,FUN,"$23,248",2017
Goat,"$23,020",560,TFA,"$23,020",2017
The Black Dove,"$7,124",561,Indic.,"$22,517",2017
Kamikaze '89,"$5,613",562,FM,"$22,440",2017
Be Here Now: The Andy Whitfield Story,"$13,577",563,TUG,"$22,424",2017
Generation Startup,"$5,756",564,Long Shot,"$22,271",2017
Reparation,"$2,649",565,Red Dirt,"$22,267",2017
Sanam Teri Kasam,"$22,121",566,Eros,"$22,121",2017
Blue Jay,"$5,159",567,Orch.,"$21,626",2017
Thank You for Your Service,$344,568,Gathr,"$21,497",2017
Term Life,"$13,040",569,FCW,"$21,256",2017
Already Tomorrow in Hong Kong,"$14,966",570,Grav.,"$21,206",2017
Almost Holy,"$4,195",571,Orch.,"$21,142",2017
Time Changer (2016 re-release),"$2,320",572,5&2,"$20,797",2017
Hunter Gatherer,N/A,573,Mats.,"$20,641",2017
Band of Robbers,"$14,827",574,Grav.,"$20,555",2017
This Last Lonely Place,"$6,089",575,Indic.,"$20,507",2017
The Sea of Trees,"$1,877",576,A24,"$20,444",2017
Never,"$4,312",577,Indic.,"$20,431",2017
New World Order,"$2,790",578,Indic.,"$20,205",2017
Love Me True,"$5,759",579,Indic.,"$20,100",2017
"No Pay, Nudity","$3,221",580,Mont.,"$20,017",2017
The Romans,"$3,256",581,Indic.,"$19,705",2017
Art Bastard,"$19,600",582,CAVU,"$19,600",2017
Revelation: Dawn of Global Government,"$14,975",583,RM,"$19,107",2017
Search Engines,"$3,044",584,Indic.,"$19,033",2017
Ktown Cowboys,"$12,523",585,Free,"$18,863",2017
Seoul Searching,"$8,966",586,Wonder,"$18,654",2017
The Channel,"$4,214",587,Indic.,"$18,319",2017
The Lion in Winter (2016 re-release),"$5,339",588,Rialto,"$18,177",2017
Coming Through the Rye,"$3,761",589,EF,"$18,137",2017
Peter and the Farm,"$3,844",590,Magn.,"$18,123",2017
Harry Benson: Shoot First,"$4,798",591,Magn.,"$18,092",2017
A Bit of Bad Luck,"$2,480",592,Indic.,"$18,089",2017
Wildflower (Secretos del Alma),"$9,237",593,CZ,"$18,062",2017
Holy Hell,"$9,238",594,WRA,"$18,051",2017
I Knew Her Well,"$9,312",595,Jan.,"$18,010",2017
Men Go To Battle,"$2,087",596,FM,"$18,006",2017
How He Fell in Love,N/A,597,Orion,"$17,575",2017
Streit's: Matzo and the American Dream,"$12,065",598,Men.,"$17,506",2017
Landfill Harmonic,"$3,526",599,TFC,"$17,205",2017
Always Shine,"$4,211",600,Osci.,"$17,102",2017
Nocturama,"$5,402",501,Ghop,"$26,291",2017
They Call Us Monsters,N/A,502,Mats.,"$26,080",2017
Bronx Gothic,"$4,696",503,Ghop,"$25,997",2017
The Old Dark House (2017 re-issue),N/A,504,Cohen,"$25,678",2017
Saving Brinton,"$2,690",505,BOP,"$25,320",2017
Moscow Never Sleeps,N/A,506,CAVU,"$25,306",2017
The Marseille Trilogy,"$7,720",507,Jan.,"$24,787",2017
Paradise (2017) [Canada],"$11,845",508,CARUSEL,"$24,749",2017
The Departure,"$4,850",509,Mats.,"$24,662",2017
Naples '44,"$6,636",510,FRun,"$24,620",2017
Jasmine,"$8,358",511,Indic.,"$24,248",2017
Simple Creature,"$3,006",512,Indic.,"$23,918",2017
"A Woman, a Part","$5,869",513,Strand,"$23,562",2017
For Ahkeem,"$10,500",514,Vita.,"$23,136",2017
Finding Oscar,"$2,365",515,FR,"$23,116",2017
The Grace of Jake,"$4,784",516,Indic.,"$23,078",2017
The Recall,"$6,570",517,Free,"$22,943",2017
My Scientology Movie,"$11,180",518,Magn.,"$22,936",2017
Una,"$6,120",519,EF,"$22,815",2017
Paradise Club,"$1,758",520,Indic.,"$22,381",2017
The Transfiguration,"$4,605",521,Strand,"$22,091",2017
Spettacolo,"$4,403",522,Ghop,"$22,061",2017
Bending the Arc,"$3,160",523,Abr.,"$21,907",2017
The Passion of Joan of Arc (2017 re-release),"$6,408",524,Jan.,"$21,877",2017
The Girl Without Hands,"$2,916",525,GK,"$21,787",2017
Trophy,"$3,522",526,Orch.,"$21,439",2017
God Knows Where I Am,N/A,527,B360,"$21,135",2017
Massacre on Aisle 12,$967,528,Indic.,"$21,106",2017
A Beginner's Guide to Snuff,"$5,204",529,Indic.,"$21,031",2017
Whisky Galore,N/A,530,Arrow,"$20,991",2017
Man Underground,"$2,194",531,Indic.,"$20,907",2017
All These Sleepless Nights,N/A,532,Orch.,"$20,762",2017
The Blackcoat's Daughter,"$12,402",533,A24,"$20,435",2017
RV: Resurrected Victims,"$10,589",534,WGUSA,"$20,374",2017
Better Watch Out,"$12,569",535,WGUSA,"$20,369",2017
Man from Outerspace,"$1,962",536,Indic.,"$20,102",2017
Heat and Dust (2017 re-release),"$10,289",537,Cohen,"$19,856",2017
Trafficked,"$10,413",538,EpicPics,"$19,698",2017
L'important C'est D'aimer (2017 Re-Release),"$5,370",539,Rialto,"$19,120",2017
Carrie Pilby,"$13,944",540,Orch.,"$18,957",2017
Bobbi Jene,"$7,035",541,Osci.,"$18,579",2017
All The Rage: Saved by Sarno,"$9,765",542,TFC,"$18,489",2017
Burden,"$3,231",543,Magn.,"$18,440",2017
Glory (2017),"$3,716",544,FM,"$18,415",2017
Clash,N/A,545,KL,"$18,215",2017
Mansfield 66/67,"$6,451",546,FB,"$17,930",2017
The Last Shaman,"$6,799",547,Abr.,"$17,844",2017
Sacred,"$4,149",548,Argo.,"$17,740",2017
Bad Grandmas,"$3,380",549,PDF,"$17,688",2017
Harmonium,"$3,453",550,FM,"$17,191",2017
Food Evolution,"$2,851",551,Abr.,"$17,181",2017
The Sacrifice (2017 re-release),"$4,696",552,KL,"$16,820",2017
Swim Team,"$4,024",553,Argo.,"$16,783",2017
The Freedom to Marry,"$6,142",554,Argo.,"$16,611",2017
Brave New Jersey,"$13,437",555,Grav.,"$16,544",2017
Mission Control: The Unsung Heroes of Apollo,N/A,556,INDEP,"$16,405",2017
All the Queen's Horses,"$6,573",557,Argo.,"$16,172",2017
Kills on Wheels,$380,558,KL,"$15,898",2017
Escapes,"$1,339",559,Ghop,"$15,712",2017
Contemporary Color,"$1,451",560,Osci.,"$15,305",2017
SHOT! The Psycho-Spiritual Mantra of Rock,"$6,694",561,Magn.,"$15,157",2017
Rebels on Pointe,"$3,270",562,Icar.,"$15,088",2017
Paradise (2017),"$2,401",563,FM,"$14,873",2017
Vince Giordano: There's a Future in the Past,"$6,285",564,FRun,"$14,807",2017
The Farthest,"$6,900",565,Abr.,"$14,773",2017
Antarctica: Ice & Sky,N/A,566,MBox,"$14,475",2017
Brotherhood of Blades 2: The Infernal Battlefield,"$5,296",567,WGUSA,"$14,204",2017
Time to Die,"$3,411",568,FM,"$13,707",2017
After Love,$810,569,Distrib.,"$13,693",2017
Red Trees,"$10,180",570,Cohen,"$13,666",2017
Legend of the Naga Pearls,"$5,122",571,WGUSA,"$13,588",2017
Charged,N/A,572,Gathr,"$13,484",2017
Intent to Destroy,"$8,699",573,Abr.,"$13,194",2017
Taipei Story (2017 re-release),"$7,333",574,Jan.,"$12,897",2017
Song of Granite,"$3,096",575,Osci.,"$12,888",2017
Junction 48,"$5,516",576,Orch.,"$12,795",2017
Last Men in Aleppo,"$1,505",577,Ghop,"$12,696",2017
Heal (2017),"$12,668",578,Pala.,"$12,668",2017
Birdboy: The Forgotten Children,"$5,849",579,GK,"$12,663",2017
Blind,"$12,522",580,VE,"$12,522",2017
Seven Beauties (2017 re-release),"$1,536",581,KL,"$12,408",2017
4 Days in France,"$3,728",582,CGld,"$12,273",2017
Staying Vertical,"$4,240",583,Strand,"$12,158",2017
Porto,"$2,090",584,KL,"$11,763",2017
Dead Awake (2017),"$8,834",585,FR,"$11,528",2017
Beside Bowie: The Mick Ronson Story,"$2,100",586,PDF,"$11,400",2017
Saigon Bodyguards,"$2,252",587,CJ,"$11,314",2017
The Pathological Optimist,"$5,946",588,TFA,"$11,222",2017
Ugetsu (2017 re-release),"$6,154",589,Jan.,"$11,197",2017
Sweet Virginia,"$5,183",590,IFC,"$11,089",2017
The Challenge (2017),"$2,171",591,KL,"$11,043",2017
Shadowman,"$4,113",592,FM,"$10,826",2017
In Search of Fellini,"$10,796",593,AMBI,"$10,796",2017
Lovesong,"$1,718",594,Strand,"$10,626",2017
Clarence (2017),"$5,004",595,Indic.,"$10,495",2017
Painted Woman,N/A,596,Amor,"$10,298",2017
Amelia 2.0,"$7,836",597,TriCoast,"$10,233",2017
The Sunshine Makers,"$1,874",598,FR,"$10,042",2017
Pelle the Conqueror (2017 re-release),"$1,676",599,FM,"$9,757",2017
Machines,"$2,838",600,KL,"$9,710",2017
The Trouble with Men and Women,$375,601,IFC,$967,2017
In Her Line of Fire,$232,602,Reg.,$884,2017
Doing Time for Patsy Cline,$831,603,Oilr.,$831,2017
Issues,$783,604,Bllz.,$783,2017
Uncut,$390,605,Strand,$762,2017
A New Day in Old Sana'a,$401,606,Arab,$737,2017
Serum,N/A,607,Arv.,$440,2017
Zyzzyx Road,$20,608,Reg.,$30,2017
"$9,214,401,719",-,Totals:,-,-,2017
"$15,155,266",-,Averages:,-,-,2017
The Prisoner or: How I Planned to Kill Tony Blair,"$2,194",601,RedE,"$3,103",2017
Los Muertos,"$1,758",602,Fct.,"$3,027",2017
Funny Money,"$1,839",603,Think,"$2,844",2017
Half Moon,"$1,126",604,Strand,"$2,528",2017
He Was a Quiet Man,"$2,431",605,Mitro.,"$2,431",2017
Looking for an Icon,"$1,760",606,Icar.,"$2,393",2017
Chronicle of an Escape (Cronica de una fuga),"$1,307",607,IFC,"$2,370",2017
You're Gonna Miss Me,"$1,340",608,Palm,"$2,324",2017
Adrift in Manhattan,"$2,099",609,Scre.,"$2,099",2017
Badland,"$1,924",610,ArcA.,"$1,924",2017
Greg & Gentillon,"$1,913",611,All.,"$1,913",2017
Oswald's Ghost,"$1,796",612,7Art,"$1,796",2017
Divine Intervention (2007),$856,613,Bllz.,"$1,485",2017
Out of the Blue,$728,614,IFC,"$1,477",2017
Tis Autumn: The Search for Jackie Paris,"$1,476",615,OutF,"$1,476",2017
Unborn in the USA,"$1,035",616,FRun,"$1,475",2017
Four Lane Highway,$955,617,SkyI,"$1,393",2017
The Dog Problem,$914,618,Think,"$1,344",2017
Adam's Apples,"$1,305",619,Outs,"$1,305",2017
Eleven Men Out,"$1,302",620,Reg.,"$1,302",2017
The Trials of Darryl Hunt,$619,621,Think,"$1,217",2017
Looking for Cheyenne,$165,622,Reg.,$973,2017
Beyond Hatred,$533,623,FRun,$949,2017
It's a Boy Girl Thing,$848,624,All.,$848,2017
Flakes,$311,625,IFC,$778,2017
The Sugar Curtain,$582,626,Icar.,$582,2017
Notes on Marie Menken,$577,627,Icar.,$577,2017
Falling,$509,628,Kino,$509,2017
The Last Door,$488,629,All.,$488,2017
The Marsh,$336,630,All.,$336,2017
Intervention,$279,631,All.,$279,2017
"$9,690,698,475",-,Totals:,-,-,2017
"$15,357,684",-,Averages:,-,-,2017
Disfigured,$585,601,CLS,$829,2017
Christmas in Wonderland,$689,602,YFG,$689,2017
The Rise and Fall of Miss Thang,N/A,603,LavH,$581,2017
A Bloody Aria,$249,604,ImAs,$518,2017
Canary,$504,605,ImAs,$504,2017
Back to Normandy,N/A,606,Kino,$503,2017
Rome & Jewel,$470,607,Emr.,$470,2017
"$9,698,009,486",-,Totals:,-,-,2017
"$15,976,951",-,Averages:,-,-,2017
Illegal (2011),$404,601,FM,$651,2017
A Good Day to Die,N/A,602,AM,$573,2017
"$10,113,802,839",-,Totals:,-,-,2017
"$16,800,337",-,Averages:,-,-,2017
Last Ride,$838,601,MBox,"$6,853",2017
In Our Nature,"$4,378",602,Cdgm.,"$6,543",2017
Windfall,"$1,780",603,FRun,"$6,504",2017
The Beat Hotel,"$1,458",604,FRun,"$6,480",2017
Tonight You're Mine,"$2,144",605,RAtt.,"$6,255",2017
Crazy Eyes,"$3,259",606,Strand,"$6,141",2017
The Last Fall,"$6,100",607,TFO,"$6,100",2017
The Miners' Hymns,"$3,217",608,Icar.,"$6,051",2017
Las Acacias,"$6,000",609,OutF,"$6,000",2017
American Animal,"$5,928",610,Scre.,"$5,928",2017
Buzzkill,N/A,611,Indic.,"$5,860",2017
Sushi: The Global Catch,$516,612,AM,"$5,757",2017
Save the Date,"$3,755",613,IFC,"$5,719",2017
Bookers Place,"$2,455",614,Trib.,"$5,549",2017
Young and Wild,"$3,798",615,IFC,"$5,514",2017
Universal Soldier: Day of Reckoning,"$3,181",616,Magn.,"$5,460",2017
The Good Doctor,"$3,180",617,Magn.,"$5,206",2017
Liar's Autobiography,"$5,102",618,BSM,"$5,102",2017
Downtown Express,"$3,474",619,ICir,"$5,010",2017
Bringing Up Bobby,"$1,005",620,Mont.,"$4,975",2017
Tomorrow When the War Began,"$3,172",621,Free,"$4,936",2017
Brake,"$4,330",622,IFC,"$4,876",2017
A Man Vanishes (2012 re-release),"$1,576",623,Icar.,"$4,829",2017
Breathing,$949,624,KL,"$4,630",2017
Newlyweds,"$4,584",625,Trib.,"$4,584",2017
Art Is... The Permanent Revolution,"$2,718",626,FRun,"$4,291",2017
Yangsi,N/A,627,KL,"$4,008",2017
The Moth Diaries,"$2,276",628,IFC,"$3,838",2017
Free Radicals: A History of Experimental Film,"$1,350",629,KL,"$3,804",2017
They Come to America,"$3,775",630,C/360,"$3,775",2017
Bad Blood the Hunger,"$1,872",631,GA,"$3,731",2017
Pickin & Grinnin,"$3,003",632,HLM,"$3,613",2017
The Day I Saw Your Heart,"$2,810",633,FM,"$3,546",2017
Loosies,$808,634,IFC,"$3,519",2017
Cirkus Columbia,"$1,284",635,Strand,"$3,457",2017
Vamps,$548,636,Anch.,"$3,361",2017
Sleepless Night,"$2,106",637,Trib.,"$3,358",2017
After the Wizard,"$2,527",638,BGP,"$3,184",2017
Apart (2012),"$3,161",639,Truly,"$3,161",2017
ATM,"$2,034",640,IFC,"$3,010",2017
About Cherry,"$2,760",641,IFC,"$3,003",2017
Perfect Sense,"$1,567",642,IFC,"$2,959",2017
Cheerful Weather for the Wedding,$727,643,IFC,"$2,651",2017
Carl,"$2,592",644,ALP,"$2,592",2017
The Samaritan,"$1,744",645,IFC,"$2,521",2017
The Ghastly Love of Johnny X,$86,646,Strand,"$2,436",2017
Why Stop Now?,"$1,641",647,IFC,"$2,432",2017
Split: A Deeper Divide,"$2,338",648,FPR,"$2,338",2017
