,Age,Athlete,Country,Medal,NOC,Rank,Time,Year,Type,Gender,test
824,24.0,Heidi Zeller-BÃ¤hler,Switzerland,,SUI,14.0,69.07,1992,Combine,Women,False
825,24.0,Ä½udmila MilanovÃ¡,Czechoslovakia,,TCH,15.0,76.28,1992,Combine,Women,False
826,18.0,Morena Gallizio,Italy,,ITA,16.0,93.21,1992,Combine,Women,False
827,16.0,Emma Carrick-Anderson,Great Britain,,GBR,17.0,107.61,1992,Combine,Women,False
828,18.0,Tetiana Lebedeva,Unified Team,,EUN,18.0,111.34,1992,Combine,Women,False
2740,21.0,Zoran PeruÅ¡ina,Yugoslavia,,YUG,42,2:04.54,1992,Slalom,Male,False
2768,27.0,Johan Wallner,Sweden,,SWE,,,1992,Slalom,Male,False
4325,19.0,Carlos Aramayo,Bolivia,,BOL,87.0,3:24.29,1992,Giant Slalom,Male,False
2741,24.0,PÃ©ter KristÃ¡ly,Hungary,,HUN,43,2:08.06,1992,Slalom,Male,False
4280,21.0,Pierre KÅszÃ¡li,Hungary,,HUN,42.0,2:23.36,1992,Giant Slalom,Male,False
4260,19.0,Jure KoÅ¡ir,Slovenia,,SLO,22.0,2:12.23,1992,Giant Slalom,Male,False
4254,21.0,Gregor Grilc,Slovenia,,SLO,16.0,2:11.50,1992,Giant Slalom,Male,False
4255,21.0,Sergio Bergamelli,Italy,,ITA,17.0,2:11.75,1992,Giant Slalom,Male,False
4256,27.0,Franck Piccard,France,,FRA,18.0,2:11.93,1992,Giant Slalom,Male,False
4257,23.0,Alain Feutrier,France,,FRA,19.0,2:12.00,1992,Giant Slalom,Male,False
4258,21.0,Rob Parisien,United States,,USA,20.0,2:12.03,1992,Giant Slalom,Male,False
4259,21.0,Kiminobu Kimura,Japan,,JPN,21.0,2:12.10,1992,Giant Slalom,Male,False
4278,24.0,Bill Gaylord,Great Britain,,GBR,40.0,2:20.66,1992,Giant Slalom,Male,False
4279,23.0,Borislav Dimitrachkov,Bulgaria,,BUL,41.0,2:21.65,1992,Giant Slalom,Male,False
4305,19.0,Kim Chol-Ryong,North Korea,,PRK,67.0,2:45.26,1992,Giant Slalom,Male,False
4265,22.0,Vicente Tomas,Spain,,ESP,27.0,2:15.55,1992,Giant Slalom,Male,False
4299,24.0,Alekhis Fotiadis,Cyprus,,CYP,61.0,2:39.99,1992,Giant Slalom,Male,False
4300,29.0,John Campbell,United States Virgin Islands,,ISV,62.0,2:40.03,1992,Giant Slalom,Male,False
4301,24.0,Keith Fraser,Swaziland,,SWZ,63.0,2:41.76,1992,Giant Slalom,Male,False
4302,19.0,SÃ©rgio Schuler,Brazil,,BRA,64.0,2:42.61,1992,Giant Slalom,Male,False
4303,18.0,Carlos Mier y TerÃ¡n,Mexico,,MEX,65.0,2:44.73,1992,Giant Slalom,Male,False
4304,31.0,Lamine GuÃ¨ye,Senegal,,SEN,66.0,2:44.98,1992,Giant Slalom,Male,False
4306,24.0,Ahmet Demir,Turkey,,TUR,67.0,2:45.26,1992,Giant Slalom,Male,False
4281,22.0,Gavin Forsyth,Great Britain,,GBR,43.0,2:24.23,1992,Giant Slalom,Male,False
4307,20.0,Andreas Vasili,Cyprus,,CYP,69.0,2:46.26,1992,Giant Slalom,Male,False
4253,27.0,GÃ¼nther Marxer,Liechtenstein,,LIE,15.0,2:11.15,1992,Giant Slalom,Male,False
4251,22.0,StÃ©phane Exartier,France,,FRA,13.0,2:10.67,1992,Giant Slalom,Male,False
4250,20.0,Christian Mayer,Austria,,AUT,12.0,2:10.06,1992,Giant Slalom,Male,False
4249,30.0,Hans Pieren,Switzerland,,SUI,11.0,2:09.57,1992,Giant Slalom,Male,False
4266,25.0,Simon Wi Rutene,New Zealand,,NZL,28.0,2:15.61,1992,Giant Slalom,Male,False
4267,20.0,Takuya Ishioka,Japan,,JPN,29.0,2:15.92,1992,Giant Slalom,Male,False
4268,22.0,Petar Dichev,Bulgaria,,BUL,30.0,2:16.38,1992,Giant Slalom,Male,False
4269,21.0,Xavier Ubeira,Spain,,ESP,31.0,2:17.06,1992,Giant Slalom,Male,False
4271,24.0,Lyubomir Popov,Bulgaria,,BUL,33.0,2:18.01,1992,Giant Slalom,Male,False
4262,21.0,Andrej Miklavc,Slovenia,,SLO,24.0,2:12.95,1992,Giant Slalom,Male,False
4272,27.0,MariÃ¡n BÃ­reÅ¡,Czechoslovakia,,TCH,34.0,2:18.11,1992,Giant Slalom,Male,False
4273,23.0,Rob Crossan,Canada,,CAN,35.0,2:18.57,1992,Giant Slalom,Male,False
4274,21.0,Gerard Escoda,Andorra,,AND,36.0,2:18.69,1992,Giant Slalom,Male,False
4275,24.0,Peter Jurko,Czechoslovakia,,TCH,37.0,2:19.15,1992,Giant Slalom,Male,False
4276,20.0,Nahum Orobitg,Andorra,,AND,38.0,2:19.30,1992,Giant Slalom,Male,False
4277,22.0,Willy Raine,Canada,,CAN,39.0,2:20.06,1992,Giant Slalom,Male,False
4263,19.0,Casey Puckett,United States,,USA,25.0,2:13.25,1992,Giant Slalom,Male,False
4261,20.0,Mitja Kunc,Slovenia,,SLO,23.0,2:12.88,1992,Giant Slalom,Male,False
2769,27.0,MariÃ¡n BÃ­reÅ¡,Czechoslovakia,,TCH,,,1992,Slalom,Male,False
4252,22.0,Michael von GrÃ¼nigen,Switzerland,,SUI,13.0,2:10.67,1992,Giant Slalom,Male,False
4246,22.0,Fredrik Nyberg,Sweden,,SWE,8.0,2:09.00,1992,Giant Slalom,Male,False
4247,29.0,Hubert Strolz,Austria,,AUT,9.0,2:09.45,1992,Giant Slalom,Male,False
4248,23.0,Josef Polig,Italy,,ITA,9.0,2:09.45,1992,Giant Slalom,Male,False
2742,24.0,Alekhis Fotiadis,Cyprus,,CYP,44,2:14.76,1992,Slalom,Male,False
818,23.0,Lucia MedzihradskÃ¡,Czechoslovakia,,TCH,8.0,47.43,1992,Combine,Women,False
4309,22.0,Michael Teruel,Philippines,,PHI,71.0,2:46.84,1992,Giant Slalom,Male,False
831,22.0,Carolina Eiras,Argentina,,ARG,21.0,184.96,1992,Combine,Women,False
2743,20.0,Taner ÃstÃ¼ndaÄ,Turkey,,TUR,45,2:17.78,1992,Slalom,Male,False
850,24.0,Heidi Zurbriggen,Switzerland,,SUI,,,1992,Combine,Women,False
849,18.0,Regina HÃ¤usl,Germany,,GER,,,1992,Combine,Women,False
848,26.0,Michaela Gerg-Leitner,Germany,,GER,,,1992,Combine,Women,False
847,25.0,Kerrin Lee-Gartner,Canada,,CAN,,,1992,Combine,Women,False
846,23.0,Merete Fjeldavlie,Norway,,NOR,,,1992,Combine,Women,False
845,15.0,Arijana Boras,Yugoslavia,,YUG,,,1992,Combine,Women,False
844,19.0,Varvara Zelenskaya,Unified Team,,EUN,,,1992,Combine,Women,False
841,22.0,Claire de Pourtales,Great Britain,,GBR,,,1992,Combine,Women,False
840,17.0,Zali Steggall,Australia,,AUS,,,1992,Combine,Women,False
2703,21.0,Thomas FogdÃ¶,Sweden,,SWE,5,1:45.48,1992,Slalom,Male,False
839,24.0,Valerie Scott,Great Britain,,GBR,,,1992,Combine,Women,False
838,23.0,Astrid Steverlynck,Argentina,,ARG,,,1992,Combine,Women,False
837,21.0,Mihaela Fera,Romania,,ROU,,,1992,Combine,Women,False
836,21.0,Sachiko Yamamoto,Japan,,JPN,,,1992,Combine,Women,False
834,24.0,Ulrike Maier,Austria,,AUT,,,1992,Combine,Women,False
833,19.0,Katja Seizinger,Germany,,GER,,,1992,Combine,Women,False
832,20.0,Astrid LÃ¸demel,Norway,,NOR,22.0,210.94,1992,Combine,Women,False
843,23.0,Kristin Krone,United States,,USA,,,1992,Combine,Women,False
2750,25.0,Brahim Ait Sibrahim,Morocco,,MAR,52,2:30.00,1992,Slalom,Male,False
842,18.0,Marina VidoviÄ,Yugoslavia,,YUG,,,1992,Combine,Women,False
2744,23.0,SlaÄan IliÄ,Yugoslavia,,YUG,46,2:20.07,1992,Slalom,Male,False
835,22.0,BÃ©atrice Filliol,France,,FRA,,,1992,Combine,Women,False
2746,29.0,Hans Egger,Brazil,,BRA,48,2:24.51,1992,Slalom,Male,False
2756,20.0,Nanak Chand Thakur,India,,IND,58,2:53.91,1992,Slalom,Male,False
2747,22.0,Michael Teruel,Philippines,,PHI,49,2:27.49,1992,Slalom,Male,False
2748,31.0,Guillermo Avila,Bolivia,,BOL,50,2:28.25,1992,Slalom,Male,False
2749,22.0,Cevdet Can,Turkey,,TUR,51,2:28.45,1992,Slalom,Male,False
2751,22.0,Jean Khalil,Lebanon,,LIB,53,2:33.13,1992,Slalom,Male,False
2752,16.0,Juan-Carlos Elizondo,Mexico,,MEX,54,2:41.79,1992,Slalom,Male,False
2753,20.0,Andreas Vasili,Cyprus,,CYP,55,2:46.67,1992,Slalom,Male,False
2754,17.0,Daniel Stahle,Bolivia,,BOL,56,2:48.42,1992,Slalom,Male,False
2755,36.0,Manuel Aramayo,Bolivia,,BOL,57,2:52.56,1992,Slalom,Male,False
2760,22.0,Dany Abounaoum,Lebanon,,LIB,62,3:03.76,1992,Slalom,Male,False
2757,35.0,JosÃ© Manuel Bejarano,Bolivia,,BOL,59,2:54.68,1992,Slalom,Male,False
2758,26.0,El-Hassan Mahta,Morocco,,MAR,60,2:57.46,1992,Slalom,Male,False
2759,21.0,Lal Chuni,India,,IND,61,3:03.05,1992,Slalom,Male,False
2745,21.0,Sokratis Aristodimou,Cyprus,,CYP,47,2:23.89,1992,Slalom,Male,False
2761,30.0,Robert Scott Detlof,Brazil,,BRA,63,3:18.58,1992,Slalom,Male,False
2762,45.0,JuliÃ¡n MuÃ±oz,Costa Rica,,CRC,64,3:44.11,1992,Slalom,Male,False
2763,21.0,Alejandro Preinfalk,Costa Rica,,CRC,65,4:29.13,1992,Slalom,Male,False
2764,25.0,Ole Kristian Furuseth,Norway,,NOR,,,1992,Slalom,Male,False
2765,27.0,Armin Bittner,Germany,,GER,,,1992,Slalom,Male,False
830,19.0,Birgit Heeb-Batliner,Liechtenstein,,LIE,20.0,164.25,1992,Combine,Women,False
450,17.0,Svetlana Novikova,Unified Team,,EUN,27.0,1:59.18,1992,Downhill,Women,False
829,17.0,Svetlana Novikova,Unified Team,,EUN,19.0,122.48,1992,Combine,Women,False
436,24.0,Heidi Zeller-BÃ¤hler,Switzerland,,SUI,13.0,1:54.73,1992,Downhill,Women,False
427,19.0,Katja Seizinger,Germany,,GER,4.0,1:52.67,1992,Downhill,Women,False
428,22.0,Petra Kronberger,Austria,,AUT,5.0,1:52.73,1992,Downhill,Women,False
429,25.0,Katrin Gutensohn,Germany,,GER,6.0,1:53.71,1992,Downhill,Women,False
430,24.0,Barbara Sadleder,Austria,,AUT,7.0,1:53.81,1992,Downhill,Women,False
431,20.0,Svetlana Gladysheva,Unified Team,,EUN,8.0,1:53.85,1992,Downhill,Women,False
432,24.0,Miriam Vogt,Germany,,GER,9.0,1:53.89,1992,Downhill,Women,False
433,24.0,Heidi Zurbriggen,Switzerland,,SUI,10.0,1:54.04,1992,Downhill,Women,False
434,21.0,Emi Kawabata,Japan,,JPN,11.0,1:54.52,1992,Downhill,Women,False
435,21.0,Krista Schmidinger,United States,,USA,12.0,1:54.59,1992,Downhill,Women,False
437,28.0,Carole Merle,France,,FRA,13.0,1:54.73,1992,Downhill,Women,False
451,21.0,Mihaela Fera,Romania,,ROU,28.0,2:01.27,1992,Downhill,Women,False
438,20.0,Astrid LÃ¸demel,Norway,,NOR,15.0,1:54.76,1992,Downhill,Women,False
439,23.0,Lucia MedzihradskÃ¡,Czechoslovakia,,TCH,16.0,1:54.78,1992,Downhill,Women,False
441,26.0,Michaela Gerg-Leitner,Germany,,GER,18.0,1:54.99,1992,Downhill,Women,False
442,18.0,Tetiana Lebedeva,Unified Team,,EUN,19.0,1:55.15,1992,Downhill,Women,False
443,24.0,Michelle McKendry-Ruthven,Canada,,CAN,20.0,1:55.61,1992,Downhill,Women,False
444,24.0,Marlis Spescha,Switzerland,,SUI,21.0,1:55.83,1992,Downhill,Women,False
445,23.0,Cathy Chedal,France,,FRA,22.0,1:55.91,1992,Downhill,Women,False
2714,31.0,Peter Roth,Germany,,GER,16,1:48.75,1992,Slalom,Male,False
2716,26.0,Tetsuya Okabe,Japan,,JPN,18,1:49.48,1992,Slalom,Male,False
426,25.0,Veronika Wallinger-Stallmaier,Austria,Bronze,AUT,3.0,1:52.64,1992,Downhill,Women,False
446,23.0,Marie-Pierre Gatel,France,,FRA,23.0,1:56.25,1992,Downhill,Women,False
447,24.0,Ä½udmila MilanovÃ¡,Czechoslovakia,,TCH,24.0,1:57.85,1992,Downhill,Women,False
448,25.0,Edie Thys,United States,,USA,25.0,1:58.13,1992,Downhill,Women,False
452,22.0,Carolina Eiras,Argentina,,ARG,29.0,2:02.81,1992,Downhill,Women,False
453,24.0,Chantal Bournissen,Switzerland,,SUI,,,1992,Downhill,Women,False
2767,23.0,Alain Feutrier,France,,FRA,,,1992,Slalom,Male,False
2699,25.0,Finn Christian Jagge,Norway,Gold,NOR,1,1:44.39,1992,Slalom,Male,False
2700,25.0,Alberto Tomba,Italy,Silver,ITA,2,1:44.67,1992,Slalom,Male,False
2701,26.0,Michael Tritscher,Austria,Bronze,AUT,3,1:44.85,1992,Slalom,Male,False
2702,24.0,Patrick Staub,Switzerland,,SUI,4,1:45.44,1992,Slalom,Male,False
2704,24.0,Paul Accola,Switzerland,,SUI,6,1:45.62,1992,Slalom,Male,False
2715,21.0,Andrej Miklavc,Slovenia,,SLO,17,1:49.47,1992,Slalom,Male,False
2705,22.0,Michael von GrÃ¼nigen,Switzerland,,SUI,7,1:46.42,1992,Slalom,Male,False
2706,28.0,Jonas Nilsson,Sweden,,SWE,8,1:46.57,1992,Slalom,Male,False
2707,26.0,Thomas Stangassinger,Austria,,AUT,9,1:46.65,1992,Slalom,Male,False
2708,21.0,Matt Grosjean,United States,,USA,10,1:46.94,1992,Slalom,Male,False
2709,27.0,Carlo Gerosa,Italy,,ITA,11,1:47.10,1992,Slalom,Male,False
2710,22.0,FranÃ§ois Simond,France,,FRA,12,1:47.49,1992,Slalom,Male,False
2711,29.0,Hubert Strolz,Austria,,AUT,13,1:47.79,1992,Slalom,Male,False
2712,27.0,Mats Ericson,Sweden,,SWE,14,1:48.01,1992,Slalom,Male,False
2713,26.0,Bernhard Gstrein,Austria,,AUT,15,1:48.26,1992,Slalom,Male,False
449,21.0,Sachiko Yamamoto,Japan,,JPN,26.0,1:58.52,1992,Downhill,Women,False
4308,22.0,Cevdet Can,Turkey,,TUR,70.0,2:46.40,1992,Giant Slalom,Male,False
4264,21.0,Achim Vogt,Liechtenstein,,LIE,26.0,2:14.70,1992,Giant Slalom,Male,False
4310,20.0,Eduardo Ampudia,Mexico,,MEX,72.0,2:47.60,1992,Giant Slalom,Male,False
2777,31.0,Lamine GuÃ¨ye,Senegal,,SEN,,,1992,Slalom,Male,False
2102,18.0,Morena Gallizio,Italy,,ITA,23.0,1:26.19,1992,Super G,Women,False
2101,23.0,Cathy Chedal,France,,FRA,22.0,1:25.66,1992,Super G,Women,False
2100,26.0,Anne Berge,Norway,,NOR,21.0,1:25.65,1992,Super G,Women,False
2099,24.0,Michelle McKendry-Ruthven,Canada,,CAN,20.0,1:25.43,1992,Super G,Women,False
2098,23.0,Florence Masnada,France,,FRA,19.0,1:25.42,1992,Super G,Women,False
2097,24.0,Miriam Vogt,Germany,,GER,18.0,1:25.40,1992,Super G,Women,False
2804,21.0,Rejmon Horo,Yugoslavia,,YUG,,,1992,Slalom,Male,False
2802,24.0,Keith Fraser,Swaziland,,SWZ,,,1992,Slalom,Male,False
2095,20.0,Barbara Merlin,Italy,,ITA,16.0,1:25.13,1992,Super G,Women,False
2783,21.0,Kiminobu Kimura,Japan,,JPN,,,1992,Slalom,Male,False
4311,19.0,Marcelo Apovian,Brazil,,BRA,73.0,2:48.04,1992,Giant Slalom,Male,False
2782,20.0,Didrik Marksten,Norway,,NOR,,,1992,Slalom,Male,False
2781,23.0,Joe Levins,United States,,USA,,,1992,Slalom,Male,False
2780,24.0,Steve Locher,Switzerland,,SUI,,,1992,Slalom,Male,False
2779,22.0,Patrice Bianchi,France,,FRA,,,1992,Slalom,Male,False
2778,17.0,Hicham Diddou,Morocco,,MAR,,,1992,Slalom,Male,False
2776,18.0,Carlos Mier y TerÃ¡n,Mexico,,MEX,,,1992,Slalom,Male,False
2801,23.0,Ioannis Kapraras,Greece,,GRE,,,1992,Slalom,Male,False
2775,15.0,Jorge Eduardo Ballesteros,Mexico,,MEX,,,1992,Slalom,Male,False
2774,19.0,Hur Seung-Wook,South Korea,,KOR,,,1992,Slalom,Male,False
2103,19.0,Varvara Zelenskaya,Unified Team,,EUN,24.0,1:26.39,1992,Super G,Women,False
2104,20.0,Svetlana Gladysheva,Unified Team,,EUN,25.0,1:26.51,1992,Super G,Women,False
2105,21.0,RÃ©gine Cavagnoud,France,,FRA,26.0,1:26.69,1992,Super G,Women,False
2106,23.0,Lucia MedzihradskÃ¡,Czechoslovakia,,TCH,27.0,1:26.76,1992,Super G,Women,False
2817,28.0,Marc Girardelli,Luxembourg,,LUX,,,1992,Slalom,Male,False
2816,23.0,Fabio De Crignis,Italy,,ITA,,,1992,Slalom,Male,False
2815,26.0,Alphonse Gomis,Senegal,,SEN,,,1992,Slalom,Male,False
2814,20.0,Allaoua Latef,Algeria,,ALG,,,1992,Slalom,Male,False
2811,15.0,Enis BeÄirbegoviÄ,Yugoslavia,,YUG,,,1992,Slalom,Male,False
2803,18.0,Jason Gasperoni,San Marino,,SMR,,,1992,Slalom,Male,False
2810,21.0,Raymond Keyrouz,Lebanon,,LIB,,,1992,Slalom,Male,False
2809,22.0,Chen Tong-Jong,Chinese Taipei,,TPE,,,1992,Slalom,Male,False
2808,19.0,Marcelo Apovian,Brazil,,BRA,,,1992,Slalom,Male,False
2807,19.0,German SÃ¡nchez,Mexico,,MEX,,,1992,Slalom,Male,False
2806,19.0,SÃ©rgio Schuler,Brazil,,BRA,,,1992,Slalom,Male,False
2805,24.0,Ahmet Demir,Turkey,,TUR,,,1992,Slalom,Male,False
424,25.0,Kerrin Lee-Gartner,Canada,Gold,CAN,1.0,1:52.55,1992,Downhill,Women,False
2112,21.0,Sachiko Yamamoto,Japan,,JPN,33.0,1:27.54,1992,Super G,Women,False
2111,24.0,NataÅ¡a Bokal,Slovenia,,SLO,32.0,1:27.42,1992,Super G,Women,False
2110,21.0,Emi Kawabata,Japan,,JPN,31.0,1:27.31,1992,Super G,Women,False
2109,19.0,Birgit Heeb-Batliner,Liechtenstein,,LIE,30.0,1:27.22,1992,Super G,Women,False
2108,23.0,Ainhoa Ibarra,Spain,,ESP,29.0,1:26.96,1992,Super G,Women,False
2107,18.0,Tetiana Lebedeva,Unified Team,,EUN,28.0,1:26.92,1992,Super G,Women,False
2773,21.0,Pierre KÅszÃ¡li,Hungary,,HUN,,,1992,Slalom,Male,False
2771,24.0,Bill Gaylord,Great Britain,,GBR,,,1992,Slalom,Male,False
2812,17.0,Mourad Guerri,Algeria,,ALG,,,1992,Slalom,Male,False
4345,23.0,Ong Ching-Ming,Chinese Taipei,,TPE,,,1992,Giant Slalom,Male,False
4336,17.0,Victor GÃ³mez,Andorra,,AND,,,1992,Giant Slalom,Male,False
4337,24.0,Sean Langmuir,Great Britain,,GBR,,,1992,Giant Slalom,Male,False
4338,20.0,Tsuyoshi Tomii,Japan,,JPN,,,1992,Giant Slalom,Male,False
4339,20.0,Attila BÃ³nis,Hungary,,HUN,,,1992,Giant Slalom,Male,False
4341,19.0,Thomas Lefousi,Greece,,GRE,,,1992,Giant Slalom,Male,False
4349,21.0,Patrick Holzer,Italy,,ITA,,,1992,Giant Slalom,Male,False
4342,20.0,Choi Yong-Hee,South Korea,,KOR,,,1992,Giant Slalom,Male,False
4343,29.0,Hans Egger,Brazil,,BRA,,,1992,Giant Slalom,Male,False
4344,21.0,FÃ¡bio Igel,Brazil,,BRA,,,1992,Giant Slalom,Male,False
4346,21.0,Lal Chuni,India,,IND,,,1992,Giant Slalom,Male,False
2770,26.0,Brad King,Canada,,CAN,,,1992,Slalom,Male,False
4347,37.0,Gabriel CherÃ±acov,Costa Rica,,CRC,,,1992,Giant Slalom,Male,False
4333,27.0,Armin Bittner,Germany,,GER,,,1992,Giant Slalom,Male,False
4332,21.0,Matt Grosjean,United States,,USA,,,1992,Giant Slalom,Male,False
4331,24.0,Steve Locher,Switzerland,,SUI,,,1992,Giant Slalom,Male,False
4330,27.0,Johan Wallner,Sweden,,SWE,,,1992,Giant Slalom,Male,False
4329,21.0,Alejandro Preinfalk,Costa Rica,,CRC,91.0,4:49.06,1992,Giant Slalom,Male,False
4328,45.0,JuliÃ¡n MuÃ±oz,Costa Rica,,CRC,90.0,3:46.51,1992,Giant Slalom,Male,False
4327,35.0,JosÃ© Manuel Bejarano,Bolivia,,BOL,89.0,3:27.35,1992,Giant Slalom,Male,False
4326,22.0,Dany Abounaoum,Lebanon,,LIB,88.0,3:24.39,1992,Giant Slalom,Male,False
4335,20.0,Ramon Rossell,Andorra,,AND,,,1992,Giant Slalom,Male,False
4334,24.0,Jorge Pujol,Spain,,ESP,,,1992,Giant Slalom,Male,False
4340,19.0,Carlos Espiasse,Argentina,,ARG,,,1992,Giant Slalom,Male,False
4316,25.0,Brahim Ait Sibrahim,Morocco,,MAR,78.0,2:54.22,1992,Giant Slalom,Male,False
2784,20.0,Takuya Ishioka,Japan,,JPN,,,1992,Slalom,Male,False
2785,19.0,Casey Puckett,United States,,USA,,,1992,Slalom,Male,False
2786,24.0,Lyubomir Popov,Bulgaria,,BUL,,,1992,Slalom,Male,False
2787,23.0,Ovidio GarcÃ­a,Spain,,ESP,,,1992,Slalom,Male,False
2788,25.0,Simon Wi Rutene,New Zealand,,NZL,,,1992,Slalom,Male,False
2789,19.0,Kristinn BjÃ¶rnsson,Iceland,,ISL,,,1992,Slalom,Male,False
2790,20.0,Nahum Orobitg,Andorra,,AND,,,1992,Slalom,Male,False
2791,22.0,Stephen Edwards,Great Britain,,GBR,,,1992,Slalom,Male,False
2792,20.0,Christopher Blagden,Great Britain,,GBR,,,1992,Slalom,Male,False
2793,20.0,Marcin SzafraÅski,Poland,,POL,,,1992,Slalom,Male,False
2794,20.0,Ramon Rossell,Andorra,,AND,,,1992,Slalom,Male,False
2795,23.0,Nils Gelbjerg-Hansen,Denmark,,DEN,,,1992,Slalom,Male,False
2796,26.0,Emilian FocÈeneanu,Romania,,ROU,,,1992,Slalom,Male,False
2797,19.0,GÃ¡ston Begue,Argentina,,ARG,,,1992,Slalom,Male,False
2798,19.0,Thomas Lefousi,Greece,,GRE,,,1992,Slalom,Male,False
2799,22.0,Nicola Ercolani,San Marino,,SMR,,,1992,Slalom,Male,False
2800,29.0,John Campbell,United States Virgin Islands,,ISV,,,1992,Slalom,Male,False
2096,22.0,Hilary Lindh,United States,,USA,17.0,1:25.37,1992,Super G,Women,False
2094,24.0,Barbara Sadleder,Austria,,AUT,15.0,1:24.91,1992,Super G,Women,False
2114,20.0,Emma Bosch,Spain,,ESP,35.0,1:28.45,1992,Super G,Women,False
2772,17.0,Jakub Malczewski,Poland,,POL,,,1992,Slalom,Male,False
4315,31.0,Guillermo Avila,Bolivia,,BOL,77.0,2:50.77,1992,Giant Slalom,Male,False
1582,22.0,Tine Kongsholm,Denmark,,DEN,28.0,1:44.03,1992,Slalom,Women,False
1573,16.0,Emma Carrick-Anderson,Great Britain,,GBR,19.0,1:37.58,1992,Slalom,Women,False
1574,22.0,Heidi Voelker,United States,,USA,20.0,1:37.69,1992,Slalom,Women,False
1575,22.0,Ylva NowÃ©n,Sweden,,SWE,21.0,1:37.84,1992,Slalom,Women,False
1576,23.0,Merete Fjeldavlie,Norway,,NOR,22.0,1:38.67,1992,Slalom,Women,False
1577,20.0,Silvia del Rincon,Spain,,ESP,23.0,1:39.22,1992,Slalom,Women,False
1579,23.0,Annie Laurendeau,Canada,,CAN,25.0,1:40.03,1992,Slalom,Women,False
1587,23.0,Liu Yali,China,,CHN,33.0,2:01.44,1992,Slalom,Women,False
1580,23.0,Ainhoa Ibarra,Spain,,ESP,26.0,1:41.19,1992,Slalom,Women,False
1581,21.0,Ãsta HalldÃ³rsdÃ³ttir,Iceland,,ISL,27.0,1:42.74,1992,Slalom,Women,False
1583,21.0,Mihaela Fera,Romania,,ROU,29.0,1:44.85,1992,Slalom,Women,False
1563,20.0,Katrin Neuenschwander,Switzerland,,SUI,9.0,1:34.28,1992,Slalom,Women,False
1584,23.0,Astrid Steverlynck,Argentina,,ARG,30.0,1:45.53,1992,Slalom,Women,False
1585,18.0,Marina VidoviÄ,Yugoslavia,,YUG,31.0,1:51.46,1992,Slalom,Women,False
1571,23.0,KatjuÅ¡a PuÅ¡nik,Slovenia,,SLO,16.0,1:36.45,1992,Slalom,Women,False
1570,23.0,Lucia MedzihradskÃ¡,Czechoslovakia,,TCH,16.0,1:36.45,1992,Slalom,Women,False
1569,18.0,Martina Ertl-Renz,Germany,,GER,15.0,1:36.41,1992,Slalom,Women,False
1568,29.0,Christelle Guignard,France,,FRA,14.0,1:36.31,1992,Slalom,Women,False
1567,27.0,Christine von GrÃ¼nigen,Switzerland,,SUI,13.0,1:35.73,1992,Slalom,Women,False
1566,23.0,Lara Magoni,Italy,,ITA,12.0,1:35.00,1992,Slalom,Women,False
1565,26.0,Kristina Andersson,Sweden,,SWE,11.0,1:34.95,1992,Slalom,Women,False
1578,24.0,Ä½udmila MilanovÃ¡,Czechoslovakia,,TCH,24.0,1:39.78,1992,Slalom,Women,False
4243,25.0,Ole Kristian Furuseth,Norway,,NOR,5.0,2:08.16,1992,Giant Slalom,Male,False
4244,27.0,GÃ¼nther Mader,Austria,,AUT,6.0,2:08.80,1992,Giant Slalom,Male,False
4245,24.0,Rainer Salzgeber,Austria,,AUT,7.0,2:08.83,1992,Giant Slalom,Male,False
4314,21.0,Sokratis Aristodimou,Cyprus,,CYP,76.0,2:48.16,1992,Giant Slalom,Male,False
4312,26.0,Alphonse Gomis,Senegal,,SEN,74.0,2:48.08,1992,Giant Slalom,Male,False
4298,20.0,Taner ÃstÃ¼ndaÄ,Turkey,,TUR,60.0,2:38.95,1992,Giant Slalom,Male,False
4297,18.0,Jason Gasperoni,San Marino,,SMR,59.0,2:38.35,1992,Giant Slalom,Male,False
4296,21.0,Zoran PeruÅ¡ina,Yugoslavia,,YUG,58.0,2:36.02,1992,Giant Slalom,Male,False
4295,25.0,Elias Majdalani,Lebanon,,LIB,57.0,2:35.77,1992,Giant Slalom,Male,False
4294,24.0,PÃ©ter KristÃ¡ly,Hungary,,HUN,56.0,2:34.38,1992,Giant Slalom,Male,False
4293,21.0,Diego Margozzini,Chile,,CHI,55.0,2:33.32,1992,Giant Slalom,Male,False
4292,19.0,GÃ¡ston Begue,Argentina,,ARG,54.0,2:31.16,1992,Giant Slalom,Male,False
4291,24.0,Aurel Foiciuc,Romania,,ROU,53.0,2:30.82,1992,Giant Slalom,Male,False
4290,17.0,Jakub Malczewski,Poland,,POL,52.0,2:30.67,1992,Giant Slalom,Male,False
4289,21.0,Mauricio Rotella,Chile,,CHI,51.0,2:30.44,1992,Giant Slalom,Male,False
4288,22.0,BalÃ¡zs Tornay,Hungary,,HUN,50.0,2:29.71,1992,Giant Slalom,Male,False
4287,25.0,Alexis Racloz,Chile,,CHI,49.0,2:29.27,1992,Giant Slalom,Male,False
4286,26.0,Emilian FocÈeneanu,Romania,,ROU,48.0,2:29.00,1992,Giant Slalom,Male,False
4285,20.0,AgustÃ­n Neiman,Argentina,,ARG,47.0,2:28.31,1992,Giant Slalom,Male,False
4284,20.0,Marcin SzafraÅski,Poland,,POL,46.0,2:27.40,1992,Giant Slalom,Male,False
